N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2,mol
2mer-0+1076,-0.00407045,6,-0.01221134,-39.79289677,2.181271e-05,19.993,18.939,18.939,,"Molecule(name='H6N2', formula='H6N2', hash='cfb180f')"
2mer-0+838,0.0033755,6,0.01012651,-39.78277026,2.180096e-05,20.496,18.943,18.943,,"Molecule(name='H6N2', formula='H6N2', hash='297b02d')"
2mer-0+1046,-0.01635282,6,-0.04905845,-39.83182871,2.153033e-05,19.993,19.022,19.022,,"Molecule(name='H6N2', formula='H6N2', hash='0edb871')"
2mer-0+1127,0.01305211,6,0.03915634,-39.79267237,2.148832e-05,19.823,19.034,19.034,,"Molecule(name='H6N2', formula='H6N2', hash='2c27c00')"
2mer-0+1043,-0.0090059,6,-0.0270177,-39.81969007,2.144769e-05,19.993,19.046,19.046,,"Molecule(name='H6N2', formula='H6N2', hash='5438fb8')"
2mer-0+1028,-0.00101779,6,-0.00305338,-39.82274344,2.119436e-05,20.967,19.122,19.122,,"Molecule(name='H6N2', formula='H6N2', hash='678c224')"
2mer-0+850,-0.00622984,6,-0.01868952,-39.84143296,2.116438e-05,20.413,19.131,19.131,,"Molecule(name='H6N2', formula='H6N2', hash='5795cce')"
2mer-0+1013,-0.00420668,6,-0.01262005,-39.85405302,2.107791e-05,20.246,19.157,19.157,,"Molecule(name='H6N2', formula='H6N2', hash='506b008')"
2mer-0+874,0.01761484,6,0.05284452,-39.8012085,2.103778e-05,20.661,19.169,19.169,,"Molecule(name='H6N2', formula='H6N2', hash='bdb08ce')"
2mer-0+944,-0.01509114,6,-0.04527343,-39.84648192,2.084738e-05,20.246,19.227,19.227,,"Molecule(name='H6N2', formula='H6N2', hash='58999d7')"
2mer-0+968,-0.00049285,6,-0.00147855,-39.84796047,2.078421e-05,20.522,19.247,19.247,,"Molecule(name='H6N2', formula='H6N2', hash='ce7da91')"
2mer-0+959,-0.00967235,6,-0.02901704,-39.87697751,2.058432e-05,20.967,19.309,19.309,,"Molecule(name='H6N2', formula='H6N2', hash='d7dab48')"
2mer-0+901,0.0110599,6,0.0331797,-39.84379781,2.057954e-05,20.578,19.31,19.31,,"Molecule(name='H6N2', formula='H6N2', hash='3ffbbaf')"
2mer-0+1067,-0.01024443,6,-0.0307333,-39.8745311,2.050176e-05,20.805,19.335,19.335,,"Molecule(name='H6N2', formula='H6N2', hash='1a99383')"
2mer-0+1196,0.00366865,6,0.01100595,-39.86352516,2.040925e-05,20.559,19.364,19.364,,"Molecule(name='H6N2', formula='H6N2', hash='5349884')"
2mer-0+1082,-0.00285627,6,-0.00856881,-39.87209397,2.038349e-05,19.908,19.372,19.372,,"Molecule(name='H6N2', formula='H6N2', hash='f1cdaa7')"
2mer-0+1040,-0.00861369,6,-0.02584107,-39.89793504,2.015068e-05,20.886,19.446,19.446,,"Molecule(name='H6N2', formula='H6N2', hash='5ff8662')"
2mer-0+1208,0.03273225,6,0.09819676,-39.79973828,2.008666e-05,19.737,19.467,19.467,,"Molecule(name='H6N2', formula='H6N2', hash='154a76e')"
2mer-0+925,-0.00549229,6,-0.01647686,-39.81621514,2.008456e-05,21.048,19.468,19.468,,"Molecule(name='H6N2', formula='H6N2', hash='9b2b0e0')"
2mer-0+1145,-0.00435912,6,-0.01307735,-39.82929249,1.975293e-05,20.723,19.576,19.576,,"Molecule(name='H6N2', formula='H6N2', hash='465b06d')"
2mer-0+1109,0.01257559,6,0.03772678,-39.79156572,1.973598e-05,21.154,19.582,19.582,,"Molecule(name='H6N2', formula='H6N2', hash='b06b3e5')"
2mer-0+983,0.01072718,6,0.03218154,-39.75938418,1.962698e-05,21.208,19.618,19.618,,"Molecule(name='H6N2', formula='H6N2', hash='38233cd')"
2mer-0+1004,0.0061707,6,0.0185121,-39.74087208,1.949005e-05,21.128,19.664,19.664,,"Molecule(name='H6N2', formula='H6N2', hash='b2bc17e')"
2mer-0+1256,0.01297785,6,0.03893355,-39.70193853,1.94282e-05,20.476,19.684,19.684,,"Molecule(name='H6N2', formula='H6N2', hash='546370b')"
2mer-0+1070,0.00599795,6,0.01799385,-39.68394468,1.932933e-05,21.154,19.718,19.718,,"Molecule(name='H6N2', formula='H6N2', hash='0422008')"
2mer-0+1073,0.00591214,6,0.01773643,-39.66620825,1.932933e-05,21.154,19.718,19.718,,"Molecule(name='H6N2', formula='H6N2', hash='9a3625a')"
2mer-0+1229,0.00550141,6,0.01650422,-39.64970403,1.925507e-05,20.476,19.743,19.743,,"Molecule(name='H6N2', formula='H6N2', hash='693284e')"
2mer-0+1160,-0.00610115,6,-0.01830346,-39.66800749,1.921323e-05,21.428,19.758,19.758,,"Molecule(name='H6N2', formula='H6N2', hash='99c4e5c')"
2mer-0+1280,0.02659715,6,0.07979145,-39.58821605,1.920891e-05,20.393,19.759,19.759,,"Molecule(name='H6N2', formula='H6N2', hash='112114f')"
2mer-0+1100,0.00580659,6,0.01741977,-39.57079628,1.9137e-05,21.154,19.784,19.784,,"Molecule(name='H6N2', formula='H6N2', hash='b48ab4e')"
2mer-0+1061,0.00609924,6,0.01829772,-39.55249856,1.9137e-05,21.154,19.784,19.784,,"Molecule(name='H6N2', formula='H6N2', hash='c02817f')"
2mer-0+1085,-0.00505431,6,-0.01516292,-39.56766148,1.858212e-05,21.586,19.979,19.979,,"Molecule(name='H6N2', formula='H6N2', hash='abaadaa')"
2mer-0+922,0.00733335,6,0.02200006,-39.54566142,1.857809e-05,21.208,19.98,19.98,,"Molecule(name='H6N2', formula='H6N2', hash='81f8e25')"
2mer-0+1133,-0.01396272,6,-0.04188816,-39.58754958,1.854214e-05,20.641,19.993,19.993,,"Molecule(name='H6N2', formula='H6N2', hash='7ac962a')"
