N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2,mol
2mer-0+311,0.0208148,2,0.0208148,-96.8896171,2.554549e-05,22.18,17.968,17.968,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='af04ab9')"
2mer-0+217,-0.03049273,2,-0.03049273,-96.92010983,2.552889e-05,21.392,17.972,17.972,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='e29fc88')"
2mer-0+251,-0.01230149,2,-0.01230149,-96.93241131,2.507801e-05,22.495,18.079,18.079,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='c73d61a')"
2mer-0+257,0.04367953,2,0.04367953,-96.88873178,2.507345e-05,23.382,18.08,18.08,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='0b09dd8')"
2mer-0+238,-0.00982445,2,-0.00982445,-96.89855623,2.495249e-05,22.106,18.109,18.109,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='5a23240')"
2mer-0+259,-0.01350159,2,-0.01350159,-96.91205783,2.457131e-05,21.309,18.202,18.202,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='83d68e2')"
2mer-0+293,-0.00154357,2,-0.00154357,-96.9136014,2.443281e-05,21.623,18.237,18.237,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='1f112bc')"
2mer-0+295,0.0088567,2,0.0088567,-96.9047447,2.380519e-05,22.291,18.395,18.395,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='49c5b0d')"
2mer-0+354,0.01855946,2,0.01855946,-96.88618524,2.343008e-05,23.033,18.493,18.493,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='cedf00b')"
2mer-0+276,0.00864692,2,0.00864692,-96.87753831,2.339248e-05,23.062,18.503,18.503,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='bb6f677')"
2mer-0+321,0.01247105,2,0.01247105,-96.86506726,2.327943e-05,22.467,18.533,18.533,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='9549443')"
2mer-0+365,-0.00154208,2,-0.00154208,-96.86660934,2.298278e-05,22.901,18.612,18.612,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='9b09c36')"
2mer-0+242,0.0138155,2,0.0138155,-96.85279383,2.286783e-05,23.273,18.643,18.643,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='bc43f02')"
2mer-0+308,-0.00678285,2,-0.00678285,-96.85957669,2.255361e-05,23.544,18.73,18.73,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='5c35902')"
2mer-0+363,-0.0005743,2,-0.0005743,-96.86015098,2.240433e-05,23.5,18.771,18.771,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='d0e30e7')"
2mer-0+422,-0.02289675,2,-0.02289675,-96.88304773,2.236043e-05,23.021,18.783,18.783,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='5f57a64')"
2mer-0+250,0.00760667,2,0.00760667,-96.87544106,2.230361e-05,23.382,18.799,18.799,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='613a5dd')"
2mer-0+351,-0.00402541,2,-0.00402541,-96.87946647,2.225365e-05,22.89,18.813,18.813,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='8863897')"
2mer-0+328,-0.01023225,2,-0.01023225,-96.88969872,2.225109e-05,22.265,18.814,18.814,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='e8a289c')"
2mer-0+302,0.00292912,2,0.00292912,-96.8867696,2.205738e-05,22.949,18.869,18.869,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='d81bb9d')"
2mer-0+345,-0.01046474,2,-0.01046474,-96.89723434,2.161965e-05,23.51,18.996,18.996,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='4f0011a')"
2mer-0+317,0.00143239,2,0.00143239,-96.89580195,2.149729e-05,22.461,19.032,19.032,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='0abc675')"
2mer-0+350,-0.01172817,2,-0.01172817,-96.90753012,2.144109e-05,23.544,19.048,19.048,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='c80c704')"
2mer-0+305,-0.00498175,2,-0.00498175,-96.91251188,2.128327e-05,22.242,19.095,19.095,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='ac38ba2')"
2mer-0+466,0.00148331,2,0.00148331,-96.91102857,2.126931e-05,23.804,19.099,19.099,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='136ff56')"
2mer-0+341,0.01332145,2,0.01332145,-96.89770712,2.122191e-05,23.033,19.113,19.113,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='0f6bfff')"
2mer-0+336,-0.00523861,2,-0.00523861,-96.90294574,2.108475e-05,23.575,19.155,19.155,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='542f60d')"
2mer-0+282,-0.00173612,2,-0.00173612,-96.90468186,2.102525e-05,22.088,19.173,19.173,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='0b655af')"
2mer-0+280,-0.00457813,2,-0.00457813,-96.90925998,2.100344e-05,23.385,19.18,19.18,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='1fa50b5')"
2mer-0+258,-0.01237477,2,-0.01237477,-96.92163475,2.091472e-05,23.062,19.207,19.207,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='5671f45')"
2mer-0+343,0.01228697,2,0.01228697,-96.90934778,2.064027e-05,24.01,19.291,19.291,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='6a75701')"
2mer-0+346,0.00343851,2,0.00343851,-96.90590927,2.060355e-05,23.656,19.303,19.303,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='8bf6e3a')"
2mer-0+298,0.02138048,2,0.02138048,-96.88452879,2.048942e-05,24.417,19.339,19.339,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='7070cab')"
2mer-0+497,0.01956831,2,0.01956831,-96.86496048,2.046856e-05,23.937,19.345,19.345,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='16c76f7')"
2mer-0+430,-0.00827424,2,-0.00827424,-96.87323472,2.029562e-05,23.058,19.4,19.4,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='78f66ea')"
2mer-0+391,0.01811254,2,0.01811254,-96.85512217,2.025214e-05,23.488,19.414,19.414,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='9db02ad')"
2mer-0+309,-0.00454544,2,-0.00454544,-96.85966761,2.016054e-05,23.897,19.443,19.443,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='d357378')"
2mer-0+373,-0.0156891,2,-0.0156891,-96.87535672,1.995498e-05,23.238,19.51,19.51,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='04369f4')"
2mer-0+303,-0.00276052,2,-0.00276052,-96.87811724,1.992712e-05,22.89,19.519,19.519,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='135d754')"
2mer-0+290,-0.00508935,2,-0.00508935,-96.88320659,1.982189e-05,23.149,19.553,19.553,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='27974b1')"
2mer-0+397,-0.02052274,2,-0.02052274,-96.90372933,1.973202e-05,23.149,19.583,19.583,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='42572cb')"
2mer-0+273,-0.01834398,2,-0.01834398,-96.92207331,1.952768e-05,22.936,19.651,19.651,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='27618b0')"
2mer-0+320,-0.00751835,2,-0.00751835,-96.92959166,1.9377e-05,24.149,19.702,19.702,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='a293190')"
2mer-0+423,-0.01546023,2,-0.01546023,-96.94505189,1.935848e-05,23.667,19.708,19.708,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='ea0fab2')"
2mer-0+521,0.00064188,2,0.00064188,-96.94441002,1.922196e-05,24.098,19.755,19.755,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='17c8a51')"
2mer-0+371,-0.01435287,2,-0.01435287,-96.95876289,1.92088e-05,23.429,19.759,19.759,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='093f0cf')"
2mer-0+569,0.02785058,2,0.02785058,-96.93091231,1.904664e-05,24.813,19.815,19.815,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='e0f5ac9')"
2mer-0+332,-0.00125833,2,-0.00125833,-96.93217064,1.90367e-05,23.5,19.818,19.818,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='af5afad')"
2mer-0+268,-0.01197991,2,-0.01197991,-96.94415055,1.897023e-05,23.347,19.842,19.842,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='fd8d685')"
2mer-0+429,0.00897595,2,0.00897595,-96.93517459,1.873988e-05,23.909,19.923,19.923,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='3608c61')"
2mer-0+374,-0.00615671,2,-0.00615671,-96.9413313,1.86778e-05,24.063,19.945,19.945,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='4aee1db')"
