N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2,mol
2mer-0+408,0.23995875,1,0.11997938,-84.56878523,5.971113e-05,15.858,13.539,13.539,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='a823c53')"
2mer-0+458,0.38259796,1,0.19129898,-84.37748625,5.951888e-05,16.701,13.553,13.553,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='6ef4f74')"
2mer-0+197,-0.05145132,2,-0.05145132,-84.42893757,5.922478e-05,15.626,13.576,13.576,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='3b75e3d')"
2mer-0+401,-0.00277226,2,-0.00277226,-84.43170983,5.916223e-05,16.204,13.581,13.581,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='a9ac862')"
2mer-0+313,-0.01472635,2,-0.01472635,-84.44643618,5.905388e-05,15.797,13.589,13.589,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='a7fbe35')"
2mer-0+215,-0.3985007,2,-0.3985007,-84.84493688,5.875653e-05,16.001,13.612,13.612,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='f8def57')"
2mer-0+358,-0.07045998,2,-0.07045998,-84.91539686,5.807131e-05,16.148,13.665,13.665,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='ee04455')"
2mer-0+304,-0.39775668,1,-0.19887834,-85.1142752,5.794632e-05,14.708,13.675,13.675,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='1fab10a')"
2mer-0+240,-0.39738508,2,-0.39738508,-85.51166028,5.791329e-05,14.425,13.678,13.678,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='323bc68')"
2mer-0+238,-0.4191097,1,-0.20955485,-85.72121513,5.783869e-05,13.968,13.683,13.683,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='aa3f8a5')"
2mer-0+233,-0.18299042,2,-0.18299042,-85.90420555,5.744829e-05,15.877,13.714,13.714,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='3834fe5')"
2mer-0+206,0.15719446,1,0.07859723,-85.82560832,5.723035e-05,15.411,13.732,13.732,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='a3bc134')"
2mer-0+258,-0.31333994,1,-0.15666997,-85.98227829,5.715745e-05,13.933,13.738,13.738,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='2a772b5')"
2mer-0+442,0.20641809,2,0.20641809,-85.7758602,5.624064e-05,16.809,13.812,13.812,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='f55403b')"
2mer-0+324,0.27115807,2,0.27115807,-85.50470213,5.610848e-05,15.996,13.823,13.823,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='41278aa')"
2mer-0+231,0.08075257,1,0.04037628,-85.46432584,5.580153e-05,15.512,13.848,13.848,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='24727f3')"
2mer-0+207,0.58233784,1,0.29116892,-85.17315693,5.528699e-05,16.445,13.891,13.891,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='590477b')"
2mer-0+263,-0.07012684,1,-0.03506342,-85.20822035,5.521817e-05,15.069,13.897,13.897,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='6d12943')"
2mer-0+247,0.2838793,2,0.2838793,-84.92434104,5.460406e-05,14.924,13.948,13.948,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c9dedd2')"
2mer-0+318,0.30677087,2,0.30677087,-84.61757017,5.454743e-05,15.23,13.953,13.953,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='a99fbeb')"
2mer-0+220,-0.27353743,2,-0.27353743,-84.89110761,5.454619e-05,16.246,13.953,13.953,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='4d203f8')"
2mer-0+229,0.22282084,2,0.22282084,-84.66828677,5.353312e-05,15.156,14.041,14.041,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='546fca8')"
2mer-0+359,-0.09344647,2,-0.09344647,-84.76173325,5.250552e-05,16.148,14.132,14.132,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='57fa302')"
2mer-0+249,0.31972267,2,0.31972267,-84.44201057,5.163973e-05,15.275,14.21,14.21,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='e40e2a0')"
2mer-0+219,-0.27584177,2,-0.27584177,-84.71785234,5.082539e-05,16.705,14.286,14.286,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='ab7e0cf')"
2mer-0+226,0.10493611,2,0.10493611,-84.61291623,5.074742e-05,15.635,14.293,14.293,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='ac0ad5e')"
2mer-0+230,0.01067354,2,0.01067354,-84.60224269,5.074742e-05,15.635,14.293,14.293,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='95f9a8e')"
2mer-0+331,0.20752905,2,0.20752905,-84.39471364,5.074671e-05,15.323,14.293,14.293,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='037a2be')"
2mer-0+299,0.17375711,2,0.17375711,-84.22095654,5.064689e-05,15.156,14.303,14.303,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='60a3028')"
2mer-0+266,0.13382194,2,0.13382194,-84.08713459,5.062916e-05,15.628,14.304,14.304,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='243d458')"
2mer-0+232,0.1536438,2,0.1536438,-83.93349079,4.990927e-05,15.626,14.373,14.373,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='b32c38c')"
2mer-0+243,0.16624121,1,0.08312061,-83.85037018,4.896482e-05,16.058,14.465,14.465,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='94ab510')"
2mer-0+269,0.25735588,2,0.25735588,-83.5930143,4.88404e-05,15.76,14.477,14.477,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='4e6d363')"
2mer-0+288,-0.32325052,1,-0.16162526,-83.75463956,4.85158e-05,15.761,14.509,14.509,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='45d0543')"
2mer-0+580,0.35461014,1,0.17730507,-83.57733449,4.846938e-05,17.905,14.514,14.514,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='5ad1c3d')"
2mer-0+583,0.39534668,2,0.39534668,-83.18198781,4.827463e-05,18.035,14.533,14.533,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='084759f')"
2mer-0+248,0.20192468,2,0.20192468,-82.98006313,4.788141e-05,15.244,14.573,14.573,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='4781674')"
2mer-0+286,0.0396839,1,0.01984195,-82.96022118,4.786082e-05,16.155,14.575,14.575,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='0cb39ab')"
2mer-0+265,-0.23135922,2,-0.23135922,-83.19158039,4.766414e-05,16.936,14.595,14.595,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='b787455')"
2mer-0+244,0.48316447,1,0.24158224,-82.94999816,4.746213e-05,17.053,14.616,14.616,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='34b758e')"
2mer-0+295,0.19592659,2,0.19592659,-82.75407156,4.731938e-05,15.877,14.63,14.63,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='2304c2c')"
2mer-0+559,0.04506578,1,0.02253289,-82.73153867,4.713689e-05,17.678,14.649,14.649,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='2d1efcf')"
2mer-0+306,-0.3740717,1,-0.18703585,-82.91857452,4.707835e-05,15.162,14.655,14.655,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='6139999')"
2mer-0+255,-0.03719765,2,-0.03719765,-82.95577217,4.672443e-05,16.047,14.692,14.692,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='890a125')"
2mer-0+241,0.10990804,2,0.10990804,-82.84586414,4.663734e-05,16.483,14.701,14.701,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='174aa18')"
2mer-0+334,-0.28808756,2,-0.28808756,-83.1339517,4.619331e-05,15.417,14.748,14.748,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='6156185')"
2mer-0+592,0.38881176,2,0.38881176,-82.74513994,4.611991e-05,18.119,14.756,14.756,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='f2bbd80')"
2mer-0+403,0.31535792,2,0.31535792,-82.42978201,4.557768e-05,15.553,14.814,14.814,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='7b497c8')"
2mer-0+283,-0.21178152,2,-0.21178152,-82.64156354,4.552846e-05,17.504,14.82,14.82,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='fd8831a')"
2mer-0+478,0.03235613,2,0.03235613,-82.6092074,4.545557e-05,17.292,14.828,14.828,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='812de57')"
2mer-0+237,0.21237098,1,0.10618549,-82.50302192,4.535806e-05,16.844,14.838,14.838,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='dd98545')"
2mer-0+323,0.01116994,2,0.01116994,-82.49185197,4.484863e-05,16.483,14.894,14.894,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='b17c93e')"
2mer-0+294,0.33744539,2,0.33744539,-82.15440658,4.482025e-05,15.23,14.897,14.897,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='fed2e63')"
2mer-0+406,-0.12977145,1,-0.06488572,-82.21929231,4.449226e-05,17.03,14.934,14.934,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='3a28ae7')"
2mer-0+360,0.18310159,2,0.18310159,-82.03619072,4.445069e-05,15.918,14.939,14.939,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='9752366')"
2mer-0+330,0.25525853,2,0.25525853,-81.78093218,4.432383e-05,16.106,14.953,14.953,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='459e533')"
2mer-0+309,-0.31430064,2,-0.31430064,-82.09523282,4.421548e-05,16.694,14.965,14.965,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='8cf6a3d')"
2mer-0+317,-0.33716227,2,-0.33716227,-82.43239509,4.390029e-05,15.708,15.001,15.001,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='a01c476')"
2mer-0+364,-0.25091444,1,-0.12545722,-82.55785231,4.366396e-05,16.203,15.028,15.028,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='ff9245e')"
2mer-0+654,0.29632815,2,0.29632815,-82.26152416,4.312572e-05,18.672,15.09,15.09,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='0759e77')"
2mer-0+354,-0.2901388,2,-0.2901388,-82.55166296,4.275727e-05,16.788,15.133,15.133,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='caaf6cc')"
2mer-0+289,0.26461036,2,0.26461036,-82.28705261,4.257202e-05,16.124,15.155,15.155,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='5411fe7')"
2mer-0+365,-0.3301882,1,-0.1650941,-82.45214671,4.245725e-05,15.819,15.169,15.169,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='d7321e2')"
2mer-0+296,-0.21643448,2,-0.21643448,-82.66858118,4.238106e-05,16.014,15.178,15.178,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='b9b7fbc')"
2mer-0+260,-0.0468323,2,-0.0468323,-82.71541348,4.234845e-05,16.464,15.182,15.182,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='4337889')"
2mer-0+356,0.17207596,2,0.17207596,-82.54333752,4.204716e-05,16.637,15.218,15.218,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='3f2489c')"
2mer-0+277,-0.17126772,2,-0.17126772,-82.71460524,4.203218e-05,17.702,15.22,15.22,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='b33a8c7')"
2mer-0+498,-0.07698359,2,-0.07698359,-82.79158883,4.160699e-05,17.588,15.271,15.271,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='963075b')"
2mer-0+310,-0.20633362,2,-0.20633362,-82.99792245,4.137713e-05,17.634,15.3,15.3,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='9474b78')"
2mer-0+384,0.20131047,2,0.20131047,-82.79661197,4.134285e-05,16.871,15.304,15.304,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='522d47d')"
2mer-0+305,-0.16908569,2,-0.16908569,-82.96569766,4.120872e-05,17.882,15.32,15.32,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='d9ce0ac')"
2mer-0+284,-0.13307535,2,-0.13307535,-83.098773,4.116742e-05,17.504,15.326,15.326,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='e09eff2')"
2mer-0+268,-0.34419386,2,-0.34419386,-83.44296687,4.098261e-05,18.294,15.349,15.349,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='1e0fdb6')"
2mer-0+302,-0.06336734,2,-0.06336734,-83.50633421,4.048823e-05,16.8,15.411,15.411,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='8a99b10')"
2mer-0+419,0.22260681,2,0.22260681,-83.28372741,4.034046e-05,17.403,15.43,15.43,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='8815d40')"
2mer-0+418,0.17797154,2,0.17797154,-83.10575587,4.034046e-05,17.403,15.43,15.43,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='a94825b')"
2mer-0+398,0.19429314,2,0.19429314,-82.91146273,4.019409e-05,17.742,15.448,15.448,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='af61771')"
2mer-0+382,-0.25796779,2,-0.25796779,-83.16943053,4.010933e-05,16.533,15.459,15.459,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='6cacb5a')"
2mer-0+655,0.09482931,1,0.04741466,-83.12201587,4.009936e-05,18.438,15.46,15.46,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='1479707')"
2mer-0+291,-0.10836793,2,-0.10836793,-83.2303838,3.967077e-05,17.634,15.516,15.516,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='59e2e1e')"
2mer-0+396,0.11853005,2,0.11853005,-83.11185375,3.948888e-05,16.871,15.54,15.54,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='aa90c85')"
2mer-0+303,-0.02041731,2,-0.02041731,-83.13227106,3.934307e-05,16.8,15.559,15.559,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='89fcbd7')"
2mer-0+287,-0.38287805,2,-0.38287805,-83.51514911,3.904014e-05,18.651,15.599,15.599,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='ec0b3e8')"
2mer-0+366,-0.07508409,2,-0.07508409,-83.5902332,3.899999e-05,17.766,15.604,15.604,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='a7dbbaa')"
2mer-0+672,0.23223543,1,0.11611771,-83.47411549,3.872571e-05,18.465,15.641,15.641,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='5a5e40c')"
2mer-0+504,-0.0911039,2,-0.0911039,-83.56521939,3.867775e-05,17.624,15.648,15.648,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='d67efd6')"
2mer-0+646,0.18322702,2,0.18322702,-83.38199237,3.852227e-05,18.813,15.669,15.669,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='b982e32')"
2mer-0+518,-0.03082075,1,-0.01541038,-83.39740275,3.79102e-05,17.66,15.752,15.752,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='340e5ae')"
2mer-0+316,-0.09065226,2,-0.09065226,-83.48805501,3.751208e-05,18.222,15.808,15.808,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='4d819ce')"
2mer-0+378,0.14243623,2,0.14243623,-83.34561877,3.741999e-05,17.419,15.821,15.821,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='05609f3')"
2mer-0+325,-0.00633623,2,-0.00633623,-83.351955,3.738977e-05,17.093,15.825,15.825,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='3ae755c')"
2mer-0+322,0.02211593,2,0.02211593,-83.32983906,3.717402e-05,17.766,15.856,15.856,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='2d4b9a8')"
2mer-0+355,-0.23163302,2,-0.23163302,-83.56147208,3.706756e-05,16.788,15.871,15.871,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='73daf43')"
2mer-0+314,-0.23660426,2,-0.23660426,-83.79807635,3.704622e-05,18.651,15.874,15.874,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='93667dd')"
2mer-0+391,-0.25707217,2,-0.25707217,-84.05514852,3.699004e-05,17.293,15.882,15.882,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='1745816')"
2mer-0+342,-0.2433527,1,-0.12167635,-84.17682487,3.69646e-05,16.532,15.886,15.886,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='945221a')"
2mer-0+701,0.26765307,2,0.26765307,-83.9091718,3.657614e-05,19.215,15.942,15.942,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='ac3e2bf')"
2mer-0+673,0.2552161,2,0.2552161,-83.6539557,3.635973e-05,19.215,15.973,15.973,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='213995b')"
2mer-0+423,0.15000564,2,0.15000564,-83.50395006,3.633899e-05,16.759,15.976,15.976,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='be53c53')"
2mer-0+326,0.35821563,2,0.35821563,-83.14573443,3.596111e-05,18.482,16.032,16.032,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='7d207e0')"
2mer-0+397,0.21704444,2,0.21704444,-82.92868999,3.583758e-05,17.504,16.05,16.05,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='2e05722')"
2mer-0+320,0.10238564,2,0.10238564,-82.82630435,3.559579e-05,17.742,16.087,16.087,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='01068fa')"
2mer-0+535,-0.14010514,1,-0.07005257,-82.89635692,3.541025e-05,17.283,16.115,16.115,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='883523d')"
2mer-0+499,0.00153503,2,0.00153503,-82.89482189,3.537528e-05,18.148,16.12,16.12,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='6a0fafe')"
2mer-0+321,0.22017297,2,0.22017297,-82.67464892,3.514734e-05,18.2,16.155,16.155,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='1737add')"
2mer-0+339,-0.00857182,1,-0.00428591,-82.67893483,3.496049e-05,17.64,16.184,16.184,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='32dd736')"
2mer-0+371,-0.10506924,2,-0.10506924,-82.78400407,3.468594e-05,18.297,16.226,16.226,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='d36dd34')"
2mer-0+474,-0.18522244,2,-0.18522244,-82.96922651,3.456407e-05,17.719,16.245,16.245,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c998a81')"
2mer-0+413,0.21544242,2,0.21544242,-82.75378409,3.449573e-05,17.34,16.256,16.256,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='f16af0e')"
2mer-0+376,-0.01956249,1,-0.00978124,-82.76356533,3.432841e-05,17.728,16.282,16.282,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='9bad9fd')"
2mer-0+415,0.03703751,2,0.03703751,-82.72652782,3.431029e-05,18.044,16.285,16.285,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='6033e67')"
2mer-0+340,0.24316148,1,0.12158074,-82.60494708,3.409896e-05,18.55,16.319,16.319,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='3e1e72e')"
2mer-0+367,0.17346361,2,0.17346361,-82.43148347,3.387276e-05,17.766,16.355,16.355,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='19ecd19')"
2mer-0+557,-0.06778879,2,-0.06778879,-82.49927226,3.381814e-05,18.835,16.364,16.364,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='107fd57')"
2mer-0+341,-0.14895463,2,-0.14895463,-82.64822689,3.378485e-05,18.421,16.369,16.369,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c871506')"
2mer-0+728,0.21712437,1,0.10856219,-82.5396647,3.363463e-05,19.856,16.394,16.394,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='118b8f6')"
2mer-0+633,-0.01210893,1,-0.00605447,-82.54571917,3.325724e-05,19.162,16.455,16.455,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='f4bc12c')"
2mer-0+349,-0.3579836,2,-0.3579836,-82.90370277,3.324269e-05,19.458,16.458,16.458,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='61baaec')"
2mer-0+392,-0.13522386,2,-0.13522386,-83.03892663,3.305156e-05,18.985,16.489,16.489,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='0fa389a')"
2mer-0+362,-0.09488314,2,-0.09488314,-83.13380977,3.279824e-05,18.983,16.532,16.532,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='a4b3c0d')"
2mer-0+436,0.09729327,2,0.09729327,-83.0365165,3.269681e-05,18.044,16.549,16.549,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='dd4719e')"
2mer-0+347,-0.30422001,2,-0.30422001,-83.3407365,3.249037e-05,19.352,16.584,16.584,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='864f5e3')"
2mer-0+510,-0.09444626,2,-0.09444626,-83.43518277,3.237155e-05,18.751,16.604,16.604,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='8f45aa5')"
2mer-0+409,-0.18574446,2,-0.18574446,-83.62092723,3.230078e-05,17.15,16.616,16.616,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c0e30fe')"
2mer-0+388,-0.25097492,1,-0.12548746,-83.74641469,3.212838e-05,17.342,16.646,16.646,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='ccfdef2')"
2mer-0+353,-0.20236846,2,-0.20236846,-83.94878315,3.210187e-05,19.537,16.65,16.65,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='dab3769')"
2mer-0+473,0.16408773,2,0.16408773,-83.78469543,3.197937e-05,17.714,16.672,16.672,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='aa09c7c')"
2mer-0+692,-0.05630708,1,-0.02815354,-83.81284897,3.19632e-05,19.311,16.674,16.674,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='aa89b74')"
2mer-0+617,-0.05336922,2,-0.05336922,-83.86621819,3.189284e-05,18.884,16.687,16.687,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='708e5bd')"
2mer-0+393,-0.07015388,2,-0.07015388,-83.93637206,3.129055e-05,19.012,16.793,16.793,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='93bca60')"
2mer-0+417,0.16544261,1,0.08272131,-83.85365075,3.126419e-05,18.568,16.798,16.798,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='a003158')"
2mer-0+444,0.19337462,2,0.19337462,-83.66027614,3.103296e-05,17.504,16.839,16.839,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='23b1624')"
2mer-0+369,-0.17274307,2,-0.17274307,-83.83301921,3.101491e-05,19.352,16.843,16.843,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='9c7ab01')"
2mer-0+410,-0.10277857,2,-0.10277857,-83.93579778,3.096246e-05,18.983,16.852,16.852,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c8677f9')"
2mer-0+368,0.3338963,2,0.3338963,-83.60190148,3.07664e-05,19.19,16.888,16.888,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='e55aa71')"
2mer-0+386,-0.09644086,2,-0.09644086,-83.69834234,3.041207e-05,19.152,16.953,16.953,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='d3ecbed')"
2mer-0+404,-0.24269104,2,-0.24269104,-83.94103338,3.032941e-05,19.537,16.969,16.969,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='333241e')"
2mer-0+477,0.12067713,2,0.12067713,-83.82035625,3.031217e-05,17.766,16.972,16.972,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='5678f51')"
2mer-0+377,0.31506182,2,0.31506182,-83.50529443,3.029957e-05,19.269,16.974,16.974,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='ab2408f')"
2mer-0+395,-0.11972139,2,-0.11972139,-83.62501582,3.029297e-05,19.458,16.975,16.975,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='a13bd03')"
2mer-0+431,-0.21359191,2,-0.21359191,-83.83860773,3.005643e-05,18.771,17.02,17.02,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='1e0a1b7')"
2mer-0+412,-0.12079681,2,-0.12079681,-83.95940454,2.99104e-05,19.675,17.047,17.047,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='14012ab')"
2mer-0+452,0.00543324,2,0.00543324,-83.9539713,2.962546e-05,18.224,17.102,17.102,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='54726e2')"
2mer-0+459,-0.24552553,1,-0.12276276,-84.07673406,2.947455e-05,17.422,17.131,17.131,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='dcd9e91')"
2mer-0+599,-0.04619143,2,-0.04619143,-84.12292549,2.934528e-05,19.159,17.156,17.156,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='aa8b437')"
2mer-0+579,0.15656104,2,0.15656104,-83.96636445,2.919195e-05,19.252,17.186,17.186,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='6c19387')"
2mer-0+429,0.1588641,2,0.1588641,-83.80750035,2.91188e-05,18.277,17.201,17.201,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='8d8634b')"
2mer-0+432,-0.17188921,2,-0.17188921,-83.97938955,2.910445e-05,18.555,17.203,17.203,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='fb7bec2')"
2mer-0+783,0.22791636,2,0.22791636,-83.75147319,2.909921e-05,20.049,17.204,17.204,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='0c09c00')"
2mer-0+488,-0.20366998,2,-0.20366998,-83.95514317,2.894661e-05,18.178,17.235,17.235,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='9fd9eea')"
2mer-0+845,0.18178914,2,0.18178914,-83.77335403,2.891925e-05,20.474,17.24,17.24,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='0f1569e')"
2mer-0+448,0.18250722,2,0.18250722,-83.59084681,2.8869e-05,18.222,17.25,17.25,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='eae186e')"
2mer-0+427,-0.12581583,1,-0.06290791,-83.65375473,2.873583e-05,18.267,17.277,17.277,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='cb3d356')"
2mer-0+604,-0.09532885,2,-0.09532885,-83.74908358,2.871426e-05,19.287,17.281,17.281,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='a5b1404')"
2mer-0+802,0.17642457,2,0.17642457,-83.57265901,2.863773e-05,20.4,17.296,17.296,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='0bb9c62')"
2mer-0+405,-0.05105879,2,-0.05105879,-83.6237178,2.860385e-05,19.508,17.303,17.303,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c2f1429')"
2mer-0+447,0.00804271,2,0.00804271,-83.61567509,2.855076e-05,18.859,17.314,17.314,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='925dc6e')"
2mer-0+521,-0.17404941,2,-0.17404941,-83.78972451,2.853351e-05,18.387,17.317,17.317,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='71cfba4')"
2mer-0+451,0.20191059,2,0.20191059,-83.58781392,2.837482e-05,18.39,17.35,17.35,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='49c5252')"
