N-mer Name,mb_energy,Num. Rep. (#), N-mer Contribution (kJ/mol),lattice_energy,Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),min_sep,dAPNet2,le_contribution,dAPNet2_le_contribution,mb_energy_norm,dAPNet2_le,le_prev,ccsd(t)_le
2mer-0+272,-0.0336404,1,-0.0168202,-72.46672902,6.476144e-05,15.95,13.177,13.177,0.0,-0.0168202,-0.0168202,-0.1009212,-68.85909692009328,-72.46672898499993,0.0
2mer-0+145,0.02574276,2,0.02574276,-72.44098627,6.40039e-05,15.099,13.229,13.229,0.0,0.02574276,0.02574276,0.07722828,-68.83335416009328,-72.44098622499993,0.0
2mer-0+232,-0.02315672,1,-0.01157836,-72.45256463,6.3992e-05,16.179,13.23,13.23,0.0,-0.01157836,-0.01157836,-0.06947016,-68.84493252009328,-72.45256458499993,0.0
2mer-0+125,0.08771054,2,0.08771054,-72.36485408,6.328148e-05,14.294,13.279,13.279,0.0,0.08771054,0.08771054,0.26313162,-68.75722198009328,-72.36485404499993,0.0
2mer-0+253,0.1015034,2,0.1015034,-72.26335068,6.315603e-05,16.086,13.288,13.288,0.0,0.1015034,0.1015034,0.30451019999999995,-68.65571858009328,-72.26335064499993,0.0
2mer-0+233,0.05821797,1,0.02910899,-72.23424169,6.273701e-05,15.532,13.318,13.318,0.0,0.029108985,0.029108985,0.17465391,-68.62660959509329,-72.23424165999994,0.0
2mer-0+127,0.00884015,1,0.00442008,-72.22982161,6.232749e-05,16.796,13.347,13.347,0.0,0.004420075,0.004420075,0.02652045,-68.62218952009329,-72.22982158499994,0.0
2mer-0+147,-0.00257217,2,-0.00257217,-72.23239379,6.184319e-05,16.767,13.381,13.381,0.0,-0.00257217,-0.00257217,-0.007716509999999999,-68.62476169009328,-72.23239375499993,0.0
2mer-0+226,-0.15465197,1,-0.07732598,-72.30971977,6.115697e-05,16.648,13.431,13.431,0.0,-0.077325985,-0.077325985,-0.46395591,-68.70208767509328,-72.30971973999993,0.0
2mer-0+238,-0.08813075,1,-0.04406538,-72.35378515,6.098686e-05,14.868,13.444,13.444,0.0,-0.044065375,-0.044065375,-0.26439225,-68.74615305009328,-72.35378511499994,0.0
2mer-0+175,0.00581662,1,0.00290831,-72.35087684,6.084257e-05,15.993,13.454,13.454,0.0,0.00290831,0.00290831,0.017449859999999998,-68.74324474009329,-72.35087680499994,0.0
2mer-0+215,0.00979341,1,0.00489671,-72.34598013,6.076288e-05,16.293,13.46,13.46,0.0,0.004896705,0.004896705,0.02938023,-68.7383480350933,-72.34598009999995,0.0
2mer-0+292,-0.0738299,1,-0.03691495,-72.38289508,6.028598e-05,16.158,13.496,13.496,0.0,-0.03691495,-0.03691495,-0.2214897,-68.77526298509329,-72.38289504999995,0.0
2mer-0+294,0.05118947,1,0.02559474,-72.35730035,6.024321e-05,16.102,13.499,13.499,0.0,0.025594735,0.025594735,0.15356841,-68.7496682500933,-72.35730031499995,0.0
2mer-0+138,-0.02310172,2,-0.02310172,-72.38040207,6.009127e-05,16.281,13.51,13.51,0.0,-0.02310172,-0.02310172,-0.06930516,-68.7727699700933,-72.38040203499995,0.0
2mer-0+160,-0.0174848,2,-0.0174848,-72.39788687,5.972728e-05,17.018,13.538,13.538,0.0,-0.0174848,-0.0174848,-0.052454400000000005,-68.7902547700933,-72.39788683499995,0.0
2mer-0+169,0.06614088,2,0.06614088,-72.33174599,5.918136e-05,17.386,13.579,13.579,0.0,0.06614088,0.06614088,0.19842263999999998,-68.72411389009329,-72.33174595499995,0.0
2mer-0+265,0.07537616,1,0.03768808,-72.29405791,5.913955e-05,16.886,13.582,13.582,0.0,0.03768808,0.03768808,0.22612848,-68.6864258100933,-72.29405787499995,0.0
2mer-0+132,0.02660511,1,0.01330255,-72.28075535,5.873809e-05,17.211,13.613,13.613,0.0,0.013302555,0.013302555,0.07981533,-68.6731232550933,-72.28075531999995,0.0
2mer-0+230,-0.00864486,1,-0.00432243,-72.28507778,5.698665e-05,16.144,13.751,13.751,0.0,-0.00432243,-0.00432243,-0.025934580000000002,-68.6774456850933,-72.28507774999996,0.0
2mer-0+271,-0.04612382,1,-0.02306191,-72.30813969,5.67588e-05,17.74,13.77,13.77,0.0,-0.02306191,-0.02306191,-0.13837146,-68.7005075950933,-72.30813965999995,0.0
2mer-0+207,-0.01717058,1,-0.00858529,-72.31672498,5.646126e-05,17.184,13.794,13.794,0.0,-0.00858529,-0.00858529,-0.05151174,-68.7090928850933,-72.31672494999995,0.0
2mer-0+156,0.05066961,2,0.05066961,-72.26605538,5.642215e-05,17.725,13.797,13.797,0.0,0.05066961,0.05066961,0.15200882999999998,-68.6584232750933,-72.26605533999995,0.0
2mer-0+241,0.06777188,2,0.06777188,-72.19828349,5.630769e-05,17.521,13.806,13.806,0.0,0.06777188,0.06777188,0.20331564000000002,-68.5906513950933,-72.19828345999996,0.0
2mer-0+141,0.00988472,1,0.00494236,-72.19334113,5.619622e-05,16.95,13.815,13.815,0.0,0.00494236,0.00494236,0.02965416,-68.5857090350933,-72.19334109999996,0.0
2mer-0+188,-0.06048698,2,-0.06048698,-72.25382812,5.616847e-05,16.112,13.818,13.818,0.0,-0.06048698,-0.06048698,-0.18146094000000002,-68.6461960150933,-72.25382807999995,0.0
2mer-0+185,-0.02630701,1,-0.0131535,-72.26698162,5.61001e-05,17.62,13.823,13.823,0.0,-0.013153505,-0.013153505,-0.07892103,-68.6593495200933,-72.26698158499995,0.0
2mer-0+201,0.00037378,1,0.00018689,-72.26679473,5.601494e-05,16.314,13.83,13.83,0.0,0.00018689,0.00018689,0.00112134,-68.6591626300933,-72.26679469499996,0.0
2mer-0+289,-0.05976527,1,-0.02988263,-72.29667736,5.598625e-05,16.735,13.833,13.833,0.0,-0.029882635,-0.029882635,-0.17929581,-68.68904526509331,-72.29667732999997,0.0
2mer-0+139,-0.01128577,1,-0.00564288,-72.30232025,5.586368e-05,17.554,13.843,13.843,0.0,-0.005642885,-0.005642885,-0.03385731,-68.69468815009331,-72.30232021499997,0.0
2mer-0+191,-0.04316891,2,-0.04316891,-72.34548916,5.568151e-05,15.829,13.858,13.858,0.0,-0.04316891,-0.04316891,-0.12950673,-68.73785706009332,-72.34548912499997,0.0
2mer-0+184,0.0350934,2,0.0350934,-72.31039576,5.545359e-05,16.767,13.877,13.877,0.0,0.0350934,0.0350934,0.10528019999999999,-68.70276366009332,-72.31039572499998,0.0
2mer-0+340,-0.01029702,1,-0.00514851,-72.31554427,5.514625e-05,16.976,13.903,13.903,0.0,-0.00514851,-0.00514851,-0.03089106,-68.70791217009332,-72.31554423499998,0.0
2mer-0+275,-0.09437187,1,-0.04718594,-72.36273021,5.395001e-05,16.248,14.005,14.005,0.0,-0.047185935,-0.047185935,-0.28311560999999996,-68.75509810509332,-72.36273016999998,0.0
2mer-0+303,0.06047667,1,0.03023833,-72.33249187,5.382472e-05,16.436,14.015,14.015,0.0,0.030238335,0.030238335,0.18143001,-68.72485977009332,-72.33249183499997,0.0
2mer-0+168,-0.01474596,1,-0.00737298,-72.33986485,5.353934e-05,15.007,14.04,14.04,0.0,-0.00737298,-0.00737298,-0.04423788,-68.73223275009332,-72.33986481499997,0.0
2mer-0+305,-0.0216279,1,-0.01081395,-72.3506788,5.300925e-05,17.087,14.087,14.087,0.0,-0.01081395,-0.01081395,-0.06488369999999999,-68.74304670009332,-72.35067876499997,0.0
2mer-0+329,-0.10583793,1,-0.05291896,-72.40359776,5.232561e-05,17.477,14.148,14.148,0.0,-0.052918965,-0.052918965,-0.31751379,-68.79596566509332,-72.40359772999997,0.0
2mer-0+225,0.01087517,1,0.00543758,-72.39816018,5.198952e-05,16.456,14.178,14.178,0.0,0.005437585,0.005437585,0.032625509999999996,-68.79052808009332,-72.39816014499998,0.0
2mer-0+181,-0.04481118,2,-0.04481118,-72.44297135,5.184199e-05,17.018,14.192,14.192,0.0,-0.04481118,-0.04481118,-0.13443354,-68.83533926009332,-72.44297132499997,0.0
2mer-0+149,0.03867336,2,0.03867336,-72.40429799,5.110899e-05,16.474,14.259,14.259,0.0,0.03867336,0.03867336,0.11602008,-68.79666590009332,-72.40429796499997,0.0
2mer-0+348,-0.10693828,1,-0.05346914,-72.45776713,5.053567e-05,17.721,14.313,14.313,0.0,-0.05346914,-0.05346914,-0.32081484,-68.85013504009332,-72.45776710499997,0.0
2mer-0+220,-0.0033397,2,-0.0033397,-72.46110684,5.018494e-05,17.171,14.346,14.346,0.0,-0.0033397,-0.0033397,-0.0100191,-68.85347474009332,-72.46110680499997,0.0
2mer-0+285,0.05924106,1,0.02962053,-72.43148631,4.95809e-05,17.727,14.404,14.404,0.0,0.02962053,0.02962053,0.17772317999999998,-68.82385421009332,-72.43148627499997,0.0
2mer-0+237,-0.07282973,1,-0.03641487,-72.46790117,4.951264e-05,16.925,14.411,14.411,0.0,-0.036414865,-0.036414865,-0.21848919,-68.86026907509331,-72.46790113999997,0.0
2mer-0+243,-0.07749165,2,-0.07749165,-72.54539282,4.920914e-05,18.492,14.441,14.441,0.0,-0.07749165,-0.07749165,-0.23247494999999999,-68.93776072509331,-72.54539278999997,0.0
2mer-0+257,0.08107721,1,0.0405386,-72.50485421,4.917694e-05,17.124,14.444,14.444,0.0,0.040538605,0.040538605,0.24323162999999998,-68.89722212009332,-72.50485418499997,0.0
2mer-0+217,-0.05267193,2,-0.05267193,-72.55752615,4.82647e-05,16.658,14.534,14.534,0.0,-0.05267193,-0.05267193,-0.15801579,-68.94989405009332,-72.55752611499997,0.0
2mer-0+308,-0.11709547,1,-0.05854773,-72.61607388,4.78575e-05,16.905,14.575,14.575,0.0,-0.058547735,-0.058547735,-0.35128641,-69.00844178509332,-72.61607384999998,0.0
2mer-0+153,0.04805059,1,0.0240253,-72.59204859,4.784741e-05,17.982,14.576,14.576,0.0,0.024025295,0.024025295,0.14415176999999998,-68.98441649009332,-72.59204855499998,0.0
2mer-0+203,0.00429191,2,0.00429191,-72.58775668,4.781309e-05,18.095,14.58,14.58,0.0,0.00429191,0.00429191,0.012875730000000002,-68.98012458009332,-72.58775664499997,0.0
2mer-0+187,-0.01225403,2,-0.01225403,-72.60001071,4.729013e-05,17.526,14.633,14.633,0.0,-0.01225403,-0.01225403,-0.036762090000000004,-68.99237861009331,-72.60001067499996,0.0
2mer-0+260,-0.05837877,2,-0.05837877,-72.65838948,4.719975e-05,17.221,14.643,14.643,0.0,-0.05837877,-0.05837877,-0.17513631000000002,-69.05075738009332,-72.65838944499997,0.0
2mer-0+194,-0.0258304,1,-0.0129152,-72.67130468,4.702013e-05,18.145,14.661,14.661,0.0,-0.0129152,-0.0129152,-0.0774912,-69.06367258009331,-72.67130464499996,0.0
2mer-0+339,0.12322297,1,0.06161148,-72.6096932,4.660116e-05,17.145,14.705,14.705,0.0,0.061611485,0.061611485,0.36966891,-69.00206109509331,-72.60969315999996,0.0
2mer-0+341,0.0262299,1,0.01311495,-72.59657825,4.651085e-05,17.024,14.715,14.715,0.0,0.01311495,0.01311495,0.0786897,-68.98894614509331,-72.59657820999996,0.0
2mer-0+255,-0.01404891,1,-0.00702445,-72.6036027,4.610746e-05,18.111,14.757,14.757,0.0,-0.007024455,-0.007024455,-0.04214673,-68.99597060009332,-72.60360266499997,0.0
2mer-0+258,0.05602297,2,0.05602297,-72.54757973,4.530503e-05,17.939,14.844,14.844,0.0,0.05602297,0.05602297,0.16806891,-68.93994763009331,-72.54757969499997,0.0
2mer-0+171,-0.03749131,1,-0.01874566,-72.56632539,4.522854e-05,18.19,14.852,14.852,0.0,-0.018745655,-0.018745655,-0.11247393,-68.95869328509332,-72.56632534999997,0.0
2mer-0+180,0.04158631,1,0.02079315,-72.54553224,4.519491e-05,17.784,14.856,14.856,0.0,0.020793155,0.020793155,0.12475893,-68.93790013009331,-72.54553219499996,0.0
2mer-0+202,-0.03102986,1,-0.01551493,-72.56104716,4.485064e-05,16.93,14.894,14.894,0.0,-0.01551493,-0.01551493,-0.09308958,-68.9534150600933,-72.56104712499996,0.0
2mer-0+388,-0.04688278,1,-0.02344139,-72.58448855,4.45579e-05,18.7,14.927,14.927,0.0,-0.02344139,-0.02344139,-0.14064833999999998,-68.97685645009331,-72.58448851499996,0.0
2mer-0+361,0.01047623,1,0.00523812,-72.57925044,4.45124e-05,17.067,14.932,14.932,0.0,0.005238115,0.005238115,0.031428689999999995,-68.97161833509331,-72.57925039999996,0.0
2mer-0+249,-0.0424354,1,-0.0212177,-72.60046814,4.424686e-05,17.937,14.961,14.961,0.0,-0.0212177,-0.0212177,-0.12730619999999998,-68.9928360350933,-72.60046809999996,0.0
2mer-0+234,-0.03461469,1,-0.01730735,-72.61777548,4.389574e-05,16.994,15.001,15.001,0.0,-0.017307345,-0.017307345,-0.10384406999999998,-69.01014338009331,-72.61777544499996,0.0
2mer-0+245,0.04103601,1,0.02051801,-72.59725748,4.388043e-05,17.359,15.003,15.003,0.0,0.020518005,0.020518005,0.12310803,-68.98962537509331,-72.59725743999996,0.0
2mer-0+280,0.02262257,1,0.01131128,-72.58594619,4.373378e-05,17.925,15.02,15.02,0.0,0.011311285,0.011311285,0.06786771,-68.9783140900933,-72.58594615499996,0.0
2mer-0+239,-0.01031476,1,-0.00515738,-72.59110357,4.301192e-05,17.915,15.103,15.103,0.0,-0.00515738,-0.00515738,-0.030944279999999998,-68.9834714700933,-72.59110353499996,0.0
2mer-0+374,-0.08628577,1,-0.04314288,-72.63424645,4.276085e-05,16.954,15.133,15.133,0.0,-0.043142885,-0.043142885,-0.25885731,-69.0266143550933,-72.63424641999995,0.0
2mer-0+209,0.00418561,2,0.00418561,-72.63006084,4.204835e-05,17.725,15.218,15.218,0.0,0.00418561,0.00418561,0.012556830000000001,-69.02242874509331,-72.63006080999996,0.0
2mer-0+251,0.01416862,2,0.01416862,-72.61589222,4.130949e-05,17.526,15.308,15.308,0.0,0.01416862,0.01416862,0.04250586,-69.0082601250933,-72.61589218999995,0.0
2mer-0+274,-0.07899952,2,-0.07899952,-72.69489174,4.101086e-05,16.501,15.345,15.345,0.0,-0.07899952,-0.07899952,-0.23699856000000002,-69.0872596450933,-72.69489170999995,0.0
2mer-0+333,0.04176751,2,0.04176751,-72.65312424,4.087768e-05,18.051,15.362,15.362,0.0,0.04176751,0.04176751,0.12530253,-69.0454921350933,-72.65312419999995,0.0
2mer-0+208,-0.03829234,1,-0.01914617,-72.67227041,4.079479e-05,17.116,15.372,15.372,0.0,-0.01914617,-0.01914617,-0.11487702,-69.0646383050933,-72.67227036999995,0.0
2mer-0+228,-0.02036362,1,-0.01018181,-72.68245222,4.066317e-05,18.834,15.389,15.389,0.0,-0.01018181,-0.01018181,-0.06109086,-69.0748201150933,-72.68245217999996,0.0
2mer-0+434,-0.02007627,1,-0.01003814,-72.69249035,4.061312e-05,17.543,15.395,15.395,0.0,-0.010038135,-0.010038135,-0.06022881,-69.0848582500933,-72.69249031499996,0.0
2mer-0+236,-0.02431271,1,-0.01215636,-72.70464671,4.05872e-05,18.92,15.398,15.398,0.0,-0.012156355,-0.012156355,-0.07293813,-69.0970146050933,-72.70464666999996,0.0
2mer-0+199,0.01319663,1,0.00659832,-72.69804839,4.056934e-05,18.772,15.401,15.401,0.0,0.006598315,0.006598315,0.03958989,-69.0904162900933,-72.69804835499995,0.0
2mer-0+204,-0.02761373,1,-0.01380686,-72.71185526,4.044925e-05,18.858,15.416,15.416,0.0,-0.013806865,-0.013806865,-0.08284119,-69.10422315509331,-72.71185521999996,0.0
2mer-0+425,0.04133089,1,0.02066545,-72.69118981,4.022779e-05,18.134,15.444,15.444,0.0,0.020665445,0.020665445,0.12399267,-69.0835577100933,-72.69118977499996,0.0
2mer-0+324,-0.0709315,1,-0.03546575,-72.72665556,4.007871e-05,17.918,15.463,15.463,0.0,-0.03546575,-0.03546575,-0.2127945,-69.1190234600933,-72.72665552499996,0.0
2mer-0+240,0.05936339,2,0.05936339,-72.66729217,3.986861e-05,16.474,15.49,15.49,0.0,0.05936339,0.05936339,0.17809017,-69.0596600700933,-72.66729213499995,0.0
2mer-0+356,0.03164684,1,0.01582342,-72.65146875,3.947555e-05,17.318,15.541,15.541,0.0,0.01582342,0.01582342,0.09494052,-69.0438366500933,-72.65146871499995,0.0
2mer-0+200,0.02704536,2,0.02704536,-72.62442339,3.91386e-05,19.212,15.586,15.586,0.0,0.02704536,0.02704536,0.08113608,-69.0167912900933,-72.62442335499995,0.0
2mer-0+282,0.05842124,2,0.05842124,-72.56600215,3.89682e-05,17.939,15.609,15.609,0.0,0.05842124,0.05842124,0.17526372,-68.9583700500933,-72.56600211499995,0.0
2mer-0+312,0.04818602,2,0.04818602,-72.51781613,3.89632e-05,18.051,15.609,15.609,0.0,0.04818602,0.04818602,0.14455806000000002,-68.91018403009329,-72.51781609499994,0.0
2mer-0+235,0.00930098,1,0.00465049,-72.51316564,3.889325e-05,18.949,15.619,15.619,0.0,0.00465049,0.00465049,0.02790294,-68.90553354009329,-72.51316560499994,0.0
2mer-0+322,-0.08017155,1,-0.04008577,-72.55325141,3.809893e-05,18.108,15.726,15.726,0.0,-0.040085775,-0.040085775,-0.24051465,-68.94561931509328,-72.55325137999994,0.0
2mer-0+452,0.10053951,1,0.05026976,-72.50298166,3.781294e-05,17.858,15.766,15.766,0.0,0.050269755,0.050269755,0.30161853,-68.89534956009328,-72.50298162499993,0.0
2mer-0+223,0.01948287,1,0.00974143,-72.49324022,3.778318e-05,17.494,15.77,15.77,0.0,0.009741435,0.009741435,0.05844861,-68.88560812509328,-72.49324018999994,0.0
2mer-0+290,-0.01458713,2,-0.01458713,-72.50782736,3.753787e-05,19.069,15.804,15.804,0.0,-0.01458713,-0.01458713,-0.04376139,-68.90019525509328,-72.50782731999993,0.0
2mer-0+250,0.00241042,2,0.00241042,-72.50541693,3.72407e-05,19.529,15.846,15.846,0.0,0.00241042,0.00241042,0.00723126,-68.89778483509328,-72.50541689999993,0.0
2mer-0+302,-0.05392497,1,-0.02696249,-72.53237942,3.712483e-05,18.152,15.863,15.863,0.0,-0.026962485,-0.026962485,-0.16177491,-68.92474732009327,-72.53237938499993,0.0
2mer-0+337,0.02769838,1,0.01384919,-72.51853023,3.699684e-05,17.337,15.881,15.881,0.0,0.01384919,0.01384919,0.08309514000000001,-68.91089813009327,-72.51853019499993,0.0
2mer-0+316,-0.03556863,1,-0.01778431,-72.53631454,3.697809e-05,18.751,15.884,15.884,0.0,-0.017784315,-0.017784315,-0.10670589,-68.92868244509327,-72.53631450999993,0.0
2mer-0+315,0.07824556,1,0.03912278,-72.49719176,3.697711e-05,17.152,15.884,15.884,0.0,0.03912278,0.03912278,0.23473668000000003,-68.88955966509327,-72.49719172999993,0.0
2mer-0+247,-0.00193063,1,-0.00096531,-72.49815708,3.693359e-05,18.79,15.89,15.89,0.0,-0.000965315,-0.000965315,-0.00579189,-68.89052498009328,-72.49815704499993,0.0
2mer-0+286,-0.00383792,1,-0.00191896,-72.50007604,3.67899e-05,17.077,15.911,15.911,0.0,-0.00191896,-0.00191896,-0.01151376,-68.89244394009327,-72.50007600499993,0.0
2mer-0+471,-0.04401514,1,-0.02200757,-72.52208361,3.633981e-05,19.101,15.976,15.976,0.0,-0.02200757,-0.02200757,-0.13204542,-68.91445151009327,-72.52208357499993,0.0
2mer-0+413,0.00937466,1,0.00468733,-72.51739628,3.600067e-05,18.975,16.026,16.026,0.0,0.00468733,0.00468733,0.02812398,-68.90976418009328,-72.51739624499993,0.0
2mer-0+299,0.05306752,1,0.02653376,-72.49086252,3.580944e-05,18.999,16.055,16.055,0.0,0.02653376,0.02653376,0.15920256,-68.88323042009327,-72.49086248499992,0.0
2mer-0+229,0.02636063,1,0.01318031,-72.4776822,3.563157e-05,19.519,16.081,16.081,0.0,0.013180315,0.013180315,0.07908189,-68.87005010509327,-72.47768216999992,0.0
2mer-0+298,0.05098733,1,0.02549366,-72.45218854,3.548382e-05,19.933,16.104,16.104,0.0,0.025493665,0.025493665,0.15296199,-68.84455644009327,-72.45218850499992,0.0
2mer-0+466,0.07956592,1,0.03978296,-72.41240558,3.514281e-05,18.055,16.156,16.156,0.0,0.03978296,0.03978296,0.23869775999999998,-68.80477348009327,-72.41240554499993,0.0
2mer-0+244,-0.01558514,1,-0.00779257,-72.42019815,3.500706e-05,19.644,16.176,16.176,0.0,-0.00779257,-0.00779257,-0.046755420000000006,-68.81256605009328,-72.42019811499993,0.0
2mer-0+475,-0.02345133,1,-0.01172567,-72.43192382,3.498916e-05,19.143,16.179,16.179,0.0,-0.011725665,-0.011725665,-0.07035399,-68.82429171509328,-72.43192377999993,0.0
2mer-0+472,0.00903175,1,0.00451588,-72.42740794,3.498424e-05,19.45,16.18,16.18,0.0,0.004515875,0.004515875,0.02709525,-68.81977584009329,-72.42740790499994,0.0
2mer-0+267,0.00232882,1,0.00116441,-72.42624353,3.469871e-05,19.171,16.224,16.224,0.0,0.00116441,0.00116441,0.00698646,-68.81861143009328,-72.42624349499994,0.0
2mer-0+296,-0.00524842,1,-0.00262421,-72.42886774,3.453584e-05,19.214,16.25,16.25,0.0,-0.00262421,-0.00262421,-0.01574526,-68.82123564009328,-72.42886770499993,0.0
2mer-0+222,-0.04129369,2,-0.04129369,-72.47016143,3.446151e-05,17.878,16.261,16.261,0.0,-0.04129369,-0.04129369,-0.12388107000000001,-68.86252933009328,-72.47016139499993,0.0
2mer-0+501,-0.06662497,1,-0.03331248,-72.50347392,3.440443e-05,18.762,16.27,16.27,0.0,-0.033312485,-0.033312485,-0.19987491000000002,-68.89584181509328,-72.50347387999993,0.0
2mer-0+224,0.00164766,2,0.00164766,-72.50182626,3.399775e-05,19.212,16.335,16.335,0.0,0.00164766,0.00164766,0.00494298,-68.89419415509327,-72.50182621999993,0.0
2mer-0+279,0.00875044,1,0.00437522,-72.49745104,3.397531e-05,18.19,16.339,16.339,0.0,0.00437522,0.00437522,0.02625132,-68.88981893509327,-72.49745099999993,0.0
2mer-0+368,0.03520671,2,0.03520671,-72.46224433,3.38129e-05,18.722,16.365,16.365,0.0,0.03520671,0.03520671,0.10562013,-68.85461222509328,-72.46224428999993,0.0
2mer-0+231,-0.02588466,1,-0.01294233,-72.47518666,3.354753e-05,18.881,16.408,16.408,0.0,-0.01294233,-0.01294233,-0.07765398,-68.86755455509328,-72.47518661999993,0.0
2mer-0+399,-0.06197561,1,-0.0309878,-72.50617446,3.353506e-05,18.786,16.41,16.41,0.0,-0.030987805,-0.030987805,-0.18592683,-68.89854236009327,-72.50617442499993,0.0
2mer-0+376,0.02778018,1,0.01389009,-72.49228437,3.345706e-05,19.232,16.422,16.422,0.0,0.01389009,0.01389009,0.08334054,-68.88465227009327,-72.49228433499992,0.0
2mer-0+420,0.05072476,1,0.02536238,-72.46692199,3.335865e-05,18.964,16.439,16.439,0.0,0.02536238,0.02536238,0.15217428,-68.85928989009327,-72.46692195499992,0.0
2mer-0+261,0.04048386,2,0.04048386,-72.42643813,3.307109e-05,19.11,16.486,16.486,0.0,0.04048386,0.04048386,0.12145158,-68.81880603009327,-72.42643809499992,0.0
2mer-0+459,0.02380043,1,0.01190022,-72.41453791,3.301765e-05,20.188,16.495,16.495,0.0,0.011900215,0.011900215,0.07140129,-68.80690581509327,-72.41453787999993,0.0
2mer-0+371,-0.01402972,2,-0.01402972,-72.42856763,3.289501e-05,20.224,16.515,16.515,0.0,-0.01402972,-0.01402972,-0.04208916,-68.82093553509327,-72.42856759999992,0.0
2mer-0+306,-0.07644948,2,-0.07644948,-72.50501711,3.286544e-05,20.224,16.52,16.52,0.0,-0.07644948,-0.07644948,-0.22934844,-68.89738501509326,-72.50501707999992,0.0
2mer-0+276,-0.06559406,2,-0.06559406,-72.57061117,3.284429e-05,19.515,16.524,16.524,0.0,-0.06559406,-0.06559406,-0.19678217999999997,-68.96297907509326,-72.57061113999991,0.0
2mer-0+269,-0.00395014,1,-0.00197507,-72.57258624,3.277702e-05,19.212,16.535,16.535,0.0,-0.00197507,-0.00197507,-0.01185042,-68.96495414509326,-72.57258620999991,0.0
2mer-0+405,-0.03693273,1,-0.01846637,-72.59105261,3.246546e-05,18.896,16.588,16.588,0.0,-0.018466365,-0.018466365,-0.11079818999999999,-68.98342051009325,-72.5910525749999,0.0
2mer-0+489,0.0509464,1,0.0254732,-72.56557941,3.242371e-05,18.848,16.595,16.595,0.0,0.0254732,0.0254732,0.1528392,-68.95794731009326,-72.56557937499991,0.0
2mer-0+332,-0.03955671,2,-0.03955671,-72.60513612,3.236606e-05,19.515,16.605,16.605,0.0,-0.03955671,-0.03955671,-0.11867013000000001,-68.99750402009326,-72.60513608499991,0.0
2mer-0+317,0.04198642,2,0.04198642,-72.5631497,3.228104e-05,19.11,16.62,16.62,0.0,0.04198642,0.04198642,0.12595926000000002,-68.95551760009326,-72.56314966499991,0.0
2mer-0+263,0.00664748,1,0.00332374,-72.55982596,3.200559e-05,20.885,16.667,16.667,0.0,0.00332374,0.00332374,0.01994244,-68.95219386009326,-72.55982592499991,0.0
2mer-0+284,-0.0142136,1,-0.0071068,-72.56693276,3.198032e-05,20.314,16.671,16.671,0.0,-0.0071068,-0.0071068,-0.0426408,-68.95930066009326,-72.56693272499992,0.0
2mer-0+327,0.07099004,2,0.07099004,-72.49594272,3.196837e-05,20.766,16.674,16.674,0.0,0.07099004,0.07099004,0.21297012,-68.88831062009326,-72.49594268499992,0.0
2mer-0+321,-0.05692815,2,-0.05692815,-72.55287088,3.183172e-05,19.069,16.697,16.697,0.0,-0.05692815,-0.05692815,-0.17078444999999998,-68.94523877009327,-72.55287083499992,0.0
2mer-0+264,-0.0159216,2,-0.0159216,-72.56879247,3.176676e-05,19.03,16.709,16.709,0.0,-0.0159216,-0.0159216,-0.0477648,-68.96116037009327,-72.56879243499992,0.0
2mer-0+256,-0.03938758,2,-0.03938758,-72.60818006,3.149566e-05,19.736,16.757,16.757,0.0,-0.03938758,-0.03938758,-0.11816273999999999,-69.00054795009326,-72.60818001499992,0.0
2mer-0+433,0.00754533,1,0.00377267,-72.60440739,3.143703e-05,19.974,16.767,16.767,0.0,0.003772665,0.003772665,0.02263599,-68.99677528509326,-72.60440734999992,0.0
2mer-0+311,-0.01787409,2,-0.01787409,-72.62228149,3.104955e-05,19.736,16.836,16.836,0.0,-0.01787409,-0.01787409,-0.05362227,-69.01464937509327,-72.62228143999992,0.0
2mer-0+291,0.02145457,1,0.01072728,-72.6115542,3.101834e-05,20.747,16.842,16.842,0.0,0.010727285,0.010727285,0.06436370999999999,-69.00392209009327,-72.61155415499992,0.0
2mer-0+248,0.01997302,1,0.00998651,-72.60156769,3.097151e-05,20.546,16.851,16.851,0.0,0.00998651,0.00998651,0.05991906,-68.99393558009326,-72.60156764499992,0.0
2mer-0+266,0.0044698,1,0.0022349,-72.59933279,3.089414e-05,20.716,16.865,16.865,0.0,0.0022349,0.0022349,0.013409400000000002,-68.99170068009326,-72.59933274499991,0.0
2mer-0+273,-0.03963042,2,-0.03963042,-72.63896321,3.071149e-05,19.391,16.898,16.898,0.0,-0.03963042,-0.03963042,-0.11889126,-69.03133110009325,-72.63896316499991,0.0
2mer-0+517,-0.02567779,1,-0.01283889,-72.65180211,3.053452e-05,19.864,16.931,16.931,0.0,-0.012838895,-0.012838895,-0.07703336999999999,-69.04416999509326,-72.65180205999991,0.0
2mer-0+326,-0.00548308,1,-0.00274154,-72.65454365,3.0095e-05,20.478,17.013,17.013,0.0,-0.00274154,-0.00274154,-0.01644924,-69.04691153509326,-72.65454359999991,0.0
2mer-0+389,-0.01240924,1,-0.00620462,-72.66074826,2.971654e-05,20.659,17.084,17.084,0.0,-0.00620462,-0.00620462,-0.03722772,-69.05311615509326,-72.66074821999992,0.0
