N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),mol
2mer-0+240,-0.30361436,1,-0.15180718,-134.12156545,3.942008e-05,15.864,15.549,15.549,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='28fbb17')"
2mer-0+150,-0.18092641,2,-0.18092641,-134.30249186,3.765798e-05,17.079,15.788,15.788,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='470bb4b')"
2mer-0+207,0.03903295,2,0.03903295,-134.26345891,3.707024e-05,20.732,15.871,15.871,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='c976355')"
2mer-0+167,0.22847231,2,0.22847231,-134.0349866,3.700056e-05,16.392,15.881,15.881,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='ebcdaf0')"
2mer-0+259,-0.00875553,2,-0.00875553,-134.04374213,3.675978e-05,19.156,15.915,15.915,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='33153ac')"
2mer-0+191,-0.2312178,2,-0.2312178,-134.27495993,3.654531e-05,20.061,15.946,15.946,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='5aba257')"
2mer-0+169,0.03225055,2,0.03225055,-134.24270938,3.629005e-05,18.155,15.984,15.984,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='13af266')"
2mer-0+152,-0.07959328,1,-0.03979664,-134.28250602,3.590173e-05,17.615,16.041,16.041,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='f50f656')"
2mer-0+343,-0.08901129,1,-0.04450565,-134.32701166,3.566154e-05,18.636,16.077,16.077,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='da8e7a1')"
2mer-0+211,0.18545807,2,0.18545807,-134.14155359,3.56475e-05,19.156,16.079,16.079,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='e183586')"
2mer-0+226,-0.24618913,2,-0.24618913,-134.38774273,3.556126e-05,20.307,16.092,16.092,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='214d775')"
2mer-0+210,-0.01345914,2,-0.01345914,-134.40120186,3.537554e-05,20.78,16.12,16.12,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='ea2d7a5')"
2mer-0+381,0.17739796,1,0.08869898,-134.31250288,3.53529e-05,19.583,16.124,16.124,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='57d849d')"
2mer-0+266,-0.05882036,2,-0.05882036,-134.37132324,3.512606e-05,18.713,16.158,16.158,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='80dd564')"
2mer-0+233,-0.24424287,2,-0.24424287,-134.61556611,3.448784e-05,20.339,16.257,16.257,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='456a176')"
2mer-0+296,-0.1311433,1,-0.06557165,-134.68113776,3.4185e-05,19.605,16.305,16.305,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='f786ae5')"
2mer-0+175,-0.27175232,1,-0.13587616,-134.81701392,3.388198e-05,16.855,16.354,16.354,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='e4e136c')"
2mer-0+258,-0.11793941,2,-0.11793941,-134.93495333,3.333642e-05,19.931,16.442,16.442,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='fa48599')"
2mer-0+237,0.06238676,2,0.06238676,-134.87256657,3.328702e-05,21.321,16.45,16.45,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='14161c6')"
2mer-0+268,0.13452447,1,0.06726224,-134.80530433,3.325238e-05,20.487,16.456,16.456,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='9b8b34a')"
2mer-0+197,-0.15940848,2,-0.15940848,-134.96471281,3.312488e-05,20.527,16.477,16.477,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='16163cb')"
2mer-0+440,0.36982859,1,0.18491429,-134.77979852,3.243257e-05,21.577,16.594,16.594,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='fb4301b')"
2mer-0+190,0.10845697,2,0.10845697,-134.67134155,3.233478e-05,18.421,16.61,16.61,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='a8226f8')"
2mer-0+204,0.21360932,1,0.10680466,-134.56453689,3.228874e-05,20.859,16.618,16.618,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='6e42296')"
2mer-0+342,-0.20780721,1,-0.1039036,-134.66844049,3.223037e-05,18.281,16.628,16.628,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='0704280')"
2mer-0+321,0.03259128,2,0.03259128,-134.63584921,3.216793e-05,20.947,16.639,16.639,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='e6ca965')"
2mer-0+257,0.11006926,2,0.11006926,-134.52577995,3.187607e-05,19.566,16.69,16.69,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='63abbe2')"
2mer-0+214,-0.18639657,2,-0.18639657,-134.71217652,3.153418e-05,21.076,16.75,16.75,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='c8dcb79')"
2mer-0+327,-0.06673267,1,-0.03336633,-134.74554286,3.142253e-05,19.689,16.77,16.77,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='663fad6')"
2mer-0+284,-0.00066946,1,-0.00033473,-134.74587759,3.132784e-05,19.839,16.786,16.786,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='311f86b')"
2mer-0+390,0.1879922,1,0.0939961,-134.65188149,3.120657e-05,21.688,16.808,16.808,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='516163e')"
2mer-0+290,-0.07556503,2,-0.07556503,-134.72744652,3.083355e-05,18.463,16.876,16.876,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='5fa1c79')"
2mer-0+239,0.11729649,2,0.11729649,-134.61015003,3.075663e-05,18.276,16.89,16.89,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='500b2fd')"
2mer-0+262,-0.23649083,2,-0.23649083,-134.84664086,3.048942e-05,20.947,16.939,16.939,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='a093494')"
2mer-0+209,0.15479058,1,0.07739529,-134.76924557,3.039084e-05,21.009,16.957,16.957,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='7e97372')"
2mer-0+201,-0.10017025,2,-0.10017025,-134.86941581,3.013612e-05,20.621,17.005,17.005,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='553d16b')"
2mer-0+263,-0.13652192,1,-0.06826096,-134.93767677,3.004085e-05,19.147,17.023,17.023,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='b4721cc')"
2mer-0+230,-0.15451932,1,-0.07725966,-135.01493644,2.99805e-05,20.084,17.034,17.034,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='575b82c')"
2mer-0+202,0.13173819,2,0.13173819,-134.88319825,2.995536e-05,20.31,17.039,17.039,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='4598c18')"
2mer-0+312,0.19389051,2,0.19389051,-134.68930774,2.981844e-05,20.163,17.065,17.065,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='4bb2eb3')"
2mer-0+235,-0.11609328,1,-0.05804664,-134.74735438,2.981782e-05,19.819,17.065,17.065,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='32171e1')"
2mer-0+319,-0.10707857,2,-0.10707857,-134.85443295,2.979757e-05,21.14,17.069,17.069,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='d68a011')"
2mer-0+229,0.22604029,1,0.11302014,-134.7414128,2.977381e-05,21.343,17.074,17.074,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='decede8')"
2mer-0+292,0.07189542,1,0.03594771,-134.7054651,2.966743e-05,20.863,17.094,17.094,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='162bcd0')"
2mer-0+363,-0.15899692,2,-0.15899692,-134.86446201,2.935493e-05,21.78,17.154,17.154,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='7118d05')"
2mer-0+245,-0.0640749,2,-0.0640749,-134.92853691,2.931194e-05,21.459,17.163,17.163,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='e2a3075')"
2mer-0+367,-0.13176346,2,-0.13176346,-135.06030038,2.909242e-05,22.042,17.206,17.206,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='263f462')"
2mer-0+196,0.00514312,2,0.00514312,-135.05515726,2.887314e-05,20.006,17.249,17.249,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='f0eedb5')"
2mer-0+223,0.15597359,2,0.15597359,-134.89918366,2.88717e-05,20.704,17.25,17.25,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='5d12568')"
2mer-0+282,0.1830407,2,0.1830407,-134.71614297,2.795395e-05,22.03,17.436,17.436,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='4093935')"
2mer-0+281,0.16343597,2,0.16343597,-134.55270699,2.776176e-05,20.139,17.476,17.476,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='e817dc4')"
2mer-0+304,-0.05215901,2,-0.05215901,-134.604866,2.753821e-05,20.514,17.524,17.524,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='62cafdb')"
2mer-0+225,0.08125983,2,0.08125983,-134.52360618,2.750308e-05,20.139,17.531,17.531,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='dfc10f8')"
2mer-0+337,-0.06599988,2,-0.06599988,-134.58960606,2.739234e-05,22.055,17.555,17.555,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='db8c2e6')"
2mer-0+305,0.15903613,2,0.15903613,-134.43056992,2.738903e-05,22.235,17.555,17.555,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='cdc20ee')"
2mer-0+215,0.08468233,2,0.08468233,-134.34588759,2.717212e-05,20.569,17.602,17.602,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='41ecc4d')"
2mer-0+391,0.02528732,2,0.02528732,-134.32060027,2.712928e-05,21.677,17.611,17.611,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='d8a9472')"
2mer-0+431,-0.13627743,1,-0.06813872,-134.38873899,2.699046e-05,22.636,17.641,17.641,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='46f2946')"
2mer-0+434,-0.15206358,1,-0.07603179,-134.46477078,2.653121e-05,22.478,17.743,17.743,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='ca025a0')"
2mer-0+336,-0.02072927,2,-0.02072927,-134.48550004,2.644102e-05,22.045,17.763,17.763,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='3812e48')"
2mer-0+303,0.05688634,2,0.05688634,-134.4286137,2.637026e-05,22.496,17.779,17.779,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='b213be6')"
2mer-0+432,-0.1286801,1,-0.06434005,-134.49295376,2.636288e-05,22.359,17.78,17.78,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='ce12276')"
2mer-0+270,-0.17604104,2,-0.17604104,-134.6689948,2.633869e-05,22.221,17.786,17.786,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='79a8e1f')"
2mer-0+472,0.05139162,1,0.02569581,-134.64329899,2.601804e-05,20.732,17.858,17.858,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='b9c2e8a')"
2mer-0+385,-0.15872268,2,-0.15872268,-134.80202167,2.598109e-05,22.128,17.867,17.867,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='c8f7cff')"
2mer-0+429,-0.1392716,1,-0.0696358,-134.87165747,2.580002e-05,22.307,17.909,17.909,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='b5fdc27')"
2mer-0+299,0.1728943,2,0.1728943,-134.69876317,2.568288e-05,22.428,17.936,17.936,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='384ee38')"
2mer-0+486,0.20100947,2,0.20100947,-134.4977537,2.565449e-05,22.608,17.942,17.942,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='86de5cf')"
2mer-0+306,0.12893244,1,0.06446622,-134.43328748,2.540587e-05,21.293,18.001,18.001,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='bf08085')"
2mer-0+280,-0.1696843,2,-0.1696843,-134.60297178,2.540189e-05,21.978,18.002,18.002,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='6ea23cf')"
2mer-0+283,-0.0322815,2,-0.0322815,-134.63525328,2.539584e-05,20.2,18.003,18.003,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='887a225')"
2mer-0+402,-0.08952345,2,-0.08952345,-134.72477673,2.534692e-05,22.892,18.015,18.015,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='f0d2d5d')"
2mer-0+355,-0.16536359,1,-0.0826818,-134.80745852,2.531131e-05,22.243,18.023,18.023,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='beccc2e')"
2mer-0+248,0.07736728,1,0.03868364,-134.76877488,2.521621e-05,21.78,18.046,18.046,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='b2d4e2e')"
2mer-0+366,-0.08975873,2,-0.08975873,-134.85853361,2.499831e-05,22.662,18.098,18.098,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='8be4967')"
2mer-0+378,0.15549662,2,0.15549662,-134.70303699,2.478534e-05,22.194,18.15,18.15,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='2fed019')"
2mer-0+320,-0.16670904,2,-0.16670904,-134.86974603,2.474231e-05,22.072,18.16,18.16,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='26dd875')"
2mer-0+273,0.15162468,2,0.15162468,-134.71812135,2.455292e-05,21.714,18.207,18.207,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='26b0c89')"
2mer-0+243,-0.03467586,2,-0.03467586,-134.75279721,2.432534e-05,21.35,18.263,18.263,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='0920da1')"
2mer-0+287,0.19726902,1,0.09863451,-134.6541627,2.432369e-05,22.421,18.264,18.264,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='8503d48')"
2mer-0+467,-0.10717869,1,-0.05358934,-134.70775204,2.423757e-05,23.373,18.285,18.285,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='b6b1348')"
2mer-0+513,0.21986053,2,0.21986053,-134.48789152,2.418765e-05,23.252,18.298,18.298,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='1b98d36')"
2mer-0+517,-0.07485351,1,-0.03742675,-134.52531827,2.41265e-05,22.779,18.313,18.313,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='d906101')"
2mer-0+499,0.1493108,2,0.1493108,-134.37600747,2.408542e-05,22.544,18.324,18.324,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='b05633f')"
2mer-0+350,0.11469491,2,0.11469491,-134.26131256,2.405509e-05,23.025,18.332,18.332,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='85cac1b')"
2mer-0+474,-0.10680193,1,-0.05340097,-134.31471353,2.381755e-05,23.0,18.392,18.392,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='422d3ee')"
2mer-0+526,-0.04339715,1,-0.02169858,-134.3364121,2.337849e-05,23.123,18.507,18.507,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='81116c5')"
2mer-0+410,0.11372448,1,0.05686224,-134.27954986,2.332763e-05,21.82,18.52,18.52,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='8a4ceea')"
2mer-0+394,-0.11974426,2,-0.11974426,-134.39929413,2.324168e-05,19.734,18.543,18.543,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='d531b71')"
2mer-0+473,-0.14827088,1,-0.07413544,-134.47342957,2.31146e-05,22.909,18.577,18.577,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='cb3b1b2')"
2mer-0+444,-0.11018925,1,-0.05509463,-134.52852419,2.310621e-05,20.501,18.579,18.579,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='2139def')"
2mer-0+544,0.26505014,1,0.13252507,-134.39599913,2.30259e-05,23.513,18.601,18.601,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='0fa4fcb')"
2mer-0+242,0.19419633,2,0.19419633,-134.2018028,2.293052e-05,18.829,18.626,18.626,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='9cb1f28')"
2mer-0+261,0.06837121,2,0.06837121,-134.13343159,2.292517e-05,20.232,18.628,18.628,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='5ea67cc')"
2mer-0+365,0.02464864,2,0.02464864,-134.10878295,2.267147e-05,22.633,18.697,18.697,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='68c03a1')"
2mer-0+403,-0.08570724,1,-0.04285362,-134.15163657,2.24508e-05,21.806,18.758,18.758,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='21bd55e')"
2mer-0+463,-0.12984302,1,-0.06492151,-134.21655809,2.243635e-05,22.847,18.762,18.762,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='376a65a')"
2mer-0+356,-0.15861105,2,-0.15861105,-134.37516913,2.239264e-05,22.797,18.774,18.774,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='62af7b7')"
2mer-0+250,-0.10098674,1,-0.05049337,-134.4256625,2.218573e-05,19.918,18.833,18.833,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='b073ac0')"
2mer-0+540,-0.0931112,1,-0.0465556,-134.4722181,2.215567e-05,23.018,18.841,18.841,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='312233c')"
2mer-0+315,-0.08674338,2,-0.08674338,-134.55896148,2.206272e-05,22.713,18.868,18.868,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='c4a84f0')"
2mer-0+260,0.03431904,2,0.03431904,-134.52464244,2.205648e-05,21.457,18.869,18.869,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='cd58068')"
2mer-0+377,-0.16244447,1,-0.08122224,-134.60586468,2.204947e-05,19.222,18.871,18.871,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='c3adadf')"
2mer-0+267,-0.11997087,2,-0.11997087,-134.72583555,2.132782e-05,20.014,19.082,19.082,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='f26acec')"
2mer-0+372,-0.00077529,1,-0.00038764,-134.72622319,2.130618e-05,21.002,19.088,19.088,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='bf0fe24')"
2mer-0+347,0.1385365,2,0.1385365,-134.58768669,2.115616e-05,23.396,19.133,19.133,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='961ba32')"
2mer-0+396,0.00226877,2,0.00226877,-134.58541791,2.110611e-05,22.072,19.148,19.148,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='de4f06f')"
2mer-0+352,0.11575742,2,0.11575742,-134.4696605,2.082494e-05,22.072,19.234,19.234,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='1fe3f87')"
2mer-0+301,0.11819314,2,0.11819314,-134.35146735,2.077638e-05,19.83,19.249,19.249,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='d0b6c0e')"
2mer-0+464,-0.13616348,2,-0.13616348,-134.48763083,2.074517e-05,23.057,19.259,19.259,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='e904952')"
2mer-0+427,-0.06953287,2,-0.06953287,-134.5571637,2.064093e-05,23.102,19.291,19.291,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='4c9fae9')"
2mer-0+437,-0.08816271,2,-0.08816271,-134.64532641,2.062796e-05,23.821,19.295,19.295,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='c40ee23')"
2mer-0+557,0.08601726,2,0.08601726,-134.55930915,2.0469e-05,23.068,19.345,19.345,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='5561e16')"
2mer-0+574,0.2037298,2,0.2037298,-134.35557935,2.045296e-05,24.433,19.35,19.35,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='28f898c')"
2mer-0+393,0.06890004,1,0.03445002,-134.32112933,2.041221e-05,22.999,19.363,19.363,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='626414f')"
2mer-0+571,-0.01187649,1,-0.00593825,-134.32706758,2.02974e-05,24.024,19.399,19.399,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='8e052de')"
2mer-0+361,-0.14377634,2,-0.14377634,-134.47084392,2.009748e-05,23.876,19.463,19.463,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='e6075d0')"
2mer-0+452,0.02542421,2,0.02542421,-134.44541971,2.003139e-05,23.461,19.485,19.485,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='2677be8')"
2mer-0+485,-0.0503409,2,-0.0503409,-134.49576061,2.002519e-05,24.268,19.487,19.487,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='593b53f')"
2mer-0+539,0.11846731,1,0.05923366,-134.43652695,2.001462e-05,24.175,19.49,19.49,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='92ba93e')"
2mer-0+538,-0.07608967,1,-0.03804483,-134.47457179,1.9676e-05,24.635,19.601,19.601,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='f473e42')"
2mer-0+345,-0.10659685,1,-0.05329842,-134.52787021,1.964829e-05,21.891,19.611,19.611,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='c8c84e3')"
2mer-0+288,0.03564622,2,0.03564622,-134.49222399,1.960223e-05,21.908,19.626,19.626,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='9bf538f')"
2mer-0+375,0.00049565,2,0.00049565,-134.49172833,1.957395e-05,23.969,19.635,19.635,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='92a8475')"
2mer-0+414,0.04353042,1,0.02176521,-134.46996313,1.954824e-05,23.149,19.644,19.644,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='2ddab53')"
2mer-0+416,0.12749258,2,0.12749258,-134.34247055,1.950425e-05,22.458,19.659,19.659,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='51351d9')"
2mer-0+313,-0.1485496,1,-0.0742748,-134.41674535,1.947864e-05,20.381,19.667,19.667,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='83332c7')"
2mer-0+559,-0.08398117,1,-0.04199058,-134.45873593,1.945387e-05,24.182,19.676,19.676,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='eee2897')"
2mer-0+380,-0.14031868,2,-0.14031868,-134.59905461,1.941413e-05,23.461,19.689,19.689,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='1d3b0ed')"
2mer-0+388,0.04121091,2,0.04121091,-134.5578437,1.936956e-05,24.171,19.704,19.704,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='49f316c')"
2mer-0+494,-0.13073103,1,-0.06536552,-134.62320922,1.930269e-05,21.261,19.727,19.727,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='4dd1360')"
2mer-0+433,-0.02802041,2,-0.02802041,-134.65122963,1.924382e-05,22.2,19.747,19.747,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='a9f2614')"
2mer-0+322,0.0144517,1,0.00722585,-134.64400378,1.920515e-05,23.111,19.76,19.76,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='4076933')"
2mer-0+425,0.07201711,2,0.07201711,-134.57198667,1.919411e-05,24.345,19.764,19.764,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='a7c31f1')"
2mer-0+360,0.12838873,2,0.12838873,-134.44359793,1.908205e-05,23.261,19.803,19.803,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='c5e61f5')"
2mer-0+349,-0.12976778,1,-0.06488389,-134.50848182,1.895414e-05,22.537,19.847,19.847,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='bb46069')"
2mer-0+330,0.06582265,2,0.06582265,-134.44265918,1.890852e-05,21.538,19.863,19.863,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='f282b0e')"
2mer-0+418,-0.05865308,2,-0.05865308,-134.50131226,1.888278e-05,23.143,19.872,19.872,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='28eb268')"
2mer-0+329,-0.16128574,2,-0.16128574,-134.662598,1.878216e-05,23.969,19.908,19.908,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='d38a872')"
2mer-0+383,0.02338881,2,0.02338881,-134.6392092,1.864539e-05,24.05,19.956,19.956,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='2ea7ddc')"
2mer-0+412,-0.01752523,2,-0.01752523,-134.65673443,1.855251e-05,24.441,19.989,19.989,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='8cd8b3a')"
