N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),mol
2mer-0+255,0.56759493,2,0.56759493,-80.31928626,6.712092e-05,15.065,13.021,13.021,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='21e2646')"
2mer-0+302,0.17900836,1,0.08950418,-80.22978208,6.652209e-05,14.81,13.06,13.06,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='6676ac4')"
2mer-0+212,-0.28120325,1,-0.14060163,-80.37038371,6.627133e-05,14.812,13.077,13.077,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='0c2ece8')"
2mer-0+329,0.29377761,1,0.14688881,-80.2234949,6.614845e-05,14.985,13.085,13.085,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='020a01f')"
2mer-0+202,-0.08385946,1,-0.04192973,-80.26542463,6.60953e-05,14.165,13.088,13.088,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='38ee9af')"
2mer-0+179,-0.16455697,1,-0.08227848,-80.34770311,6.567885e-05,13.933,13.116,13.116,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='0d0c77b')"
2mer-0+184,0.22832005,2,0.22832005,-80.11938306,6.51158e-05,14.095,13.153,13.153,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='9e5b769')"
2mer-0+322,-0.34608499,2,-0.34608499,-80.46546805,6.347254e-05,15.55,13.266,13.266,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='4cdde10')"
2mer-0+294,0.27934155,2,0.27934155,-80.18612651,6.347023e-05,14.201,13.266,13.266,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='a7259b8')"
2mer-0+299,-0.03109531,1,-0.01554766,-80.20167416,6.318754e-05,15.945,13.286,13.286,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='7155537')"
2mer-0+310,-0.34447374,2,-0.34447374,-80.54614791,6.241882e-05,15.652,13.34,13.34,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='a33a259')"
2mer-0+230,-0.19520124,2,-0.19520124,-80.74134914,6.192352e-05,14.726,13.376,13.376,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='32b2886')"
2mer-0+240,-0.29755726,2,-0.29755726,-81.0389064,6.137645e-05,15.848,13.415,13.415,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='ddcf5dd')"
2mer-0+353,0.41449076,1,0.20724538,-80.83166102,6.114952e-05,15.376,13.432,13.432,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='3819a5c')"
2mer-0+290,-0.10282032,1,-0.05141016,-80.88307118,6.06308e-05,16.113,13.47,13.47,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='5197b6c')"
2mer-0+316,-0.23919952,1,-0.11959976,-81.00267094,6.010816e-05,15.006,13.509,13.509,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='b9ae263')"
2mer-0+203,0.25639906,2,0.25639906,-80.74627188,5.985059e-05,14.417,13.528,13.528,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='298c491')"
2mer-0+259,0.17450373,2,0.17450373,-80.57176815,5.957006e-05,15.713,13.55,13.55,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='d9aa861')"
2mer-0+354,-0.2579718,1,-0.1289859,-80.70075405,5.917881e-05,14.938,13.579,13.579,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='79269ad')"
2mer-0+249,0.44944172,2,0.44944172,-80.25131232,5.825736e-05,15.612,13.651,13.651,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='616f08b')"
2mer-0+267,0.21155283,2,0.21155283,-80.0397595,5.810917e-05,16.331,13.662,13.662,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='00ff125')"
2mer-0+304,-0.24052145,1,-0.12026073,-80.16002022,5.801751e-05,16.172,13.669,13.669,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='b667300')"
2mer-0+280,0.18602589,2,0.18602589,-79.97399433,5.724163e-05,16.285,13.731,13.731,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='fd6fe61')"
2mer-0+330,-0.31071682,1,-0.15535841,-80.12935274,5.684563e-05,14.277,13.763,13.763,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='4fdc5f0')"
2mer-0+384,0.19084213,2,0.19084213,-79.93851061,5.671474e-05,15.502,13.773,13.773,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='5f9f2b8')"
2mer-0+379,-0.17894522,1,-0.08947261,-80.02798322,5.609234e-05,14.659,13.824,13.824,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='c04315e')"
2mer-0+328,0.36723528,1,0.18361764,-79.84436559,5.572411e-05,17.543,13.854,13.854,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='4c4ea7c')"
2mer-0+198,-0.19007811,1,-0.09503905,-79.93940464,5.541365e-05,14.595,13.88,13.88,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='26f2090')"
2mer-0+332,0.02377624,1,0.01188812,-79.92751652,5.526733e-05,15.495,13.892,13.892,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='6423827')"
2mer-0+214,-0.28889111,2,-0.28889111,-80.21640762,5.389076e-05,15.298,14.01,14.01,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='fc41937')"
2mer-0+345,0.30290155,1,0.15145077,-80.06495685,5.37792e-05,17.475,14.019,14.019,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='9d55370')"
2mer-0+257,-0.1287687,1,-0.06438435,-80.1293412,5.363235e-05,15.097,14.032,14.032,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='50cccfb')"
2mer-0+285,0.12964549,2,0.12964549,-79.9996957,5.345818e-05,16.448,14.047,14.047,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='cc0aefc')"
2mer-0+250,-0.20993258,1,-0.10496629,-80.10466199,5.342428e-05,16.615,14.05,14.05,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='9e48ca1')"
2mer-0+374,0.12862108,2,0.12862108,-79.97604091,5.335788e-05,16.656,14.056,14.056,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='c33f60d')"
2mer-0+413,0.28242751,1,0.14121376,-79.83482716,5.325576e-05,15.992,14.065,14.065,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='96f2b34')"
2mer-0+191,0.20496132,2,0.20496132,-79.62986584,5.324744e-05,14.832,14.066,14.066,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='4ae00ba')"
2mer-0+237,-0.22301672,2,-0.22301672,-79.85288256,5.3217e-05,16.458,14.069,14.069,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='938eb7b')"
2mer-0+270,-0.12286453,2,-0.12286453,-79.97574709,5.283973e-05,16.493,14.102,14.102,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='853e638')"
2mer-0+297,0.19731073,2,0.19731073,-79.77843636,5.27625e-05,16.748,14.109,14.109,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='252722a')"
2mer-0+268,-0.04131493,1,-0.02065747,-79.79909383,5.258152e-05,15.279,14.125,14.125,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='5f849a2')"
2mer-0+387,-0.23777838,2,-0.23777838,-80.0368722,5.239454e-05,16.266,14.142,14.142,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='e66df04')"
2mer-0+307,0.37398367,2,0.37398367,-79.66288853,5.234163e-05,16.048,14.147,14.147,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='b48d701')"
2mer-0+277,0.15173837,2,0.15173837,-79.51115016,5.230116e-05,16.701,14.15,14.15,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='f9ca36a')"
2mer-0+373,0.28770321,2,0.28770321,-79.22344695,5.194346e-05,14.988,14.183,14.183,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='4343713')"
2mer-0+289,-0.05134526,2,-0.05134526,-79.27479221,5.146837e-05,16.656,14.226,14.226,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='459eb38')"
2mer-0+194,-0.23040173,1,-0.11520086,-79.38999307,5.144534e-05,15.207,14.228,14.228,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='8ad7960')"
2mer-0+301,-0.15557304,2,-0.15557304,-79.54556611,5.123748e-05,15.973,14.247,14.247,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='7698dc0')"
2mer-0+317,0.22702563,2,0.22702563,-79.31854048,5.102496e-05,16.864,14.267,14.267,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='660f62f')"
2mer-0+197,0.24471522,2,0.24471522,-79.07382526,5.09965e-05,14.832,14.27,14.27,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='3fca800')"
2mer-0+341,-0.23825415,2,-0.23825415,-79.31207941,5.014942e-05,16.557,14.35,14.35,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='4df5e14')"
2mer-0+371,0.19472411,1,0.09736206,-79.21471735,4.931388e-05,16.055,14.43,14.43,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='c3b2560')"
2mer-0+395,-0.15211701,1,-0.0760585,-79.29077585,4.907578e-05,15.19,14.454,14.454,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='22910df')"
2mer-0+286,-0.2088905,1,-0.10444525,-79.3952211,4.875364e-05,17.089,14.485,14.485,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='b91f779')"
2mer-0+229,0.17476541,2,0.17476541,-79.22045569,4.872177e-05,16.045,14.489,14.489,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='b6522a0')"
2mer-0+251,-0.18442063,1,-0.09221032,-79.312666,4.835543e-05,16.912,14.525,14.525,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='03f9e5e')"
2mer-0+340,-0.23603452,2,-0.23603452,-79.54870052,4.814229e-05,16.725,14.547,14.547,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='62f9104')"
2mer-0+254,0.19263882,2,0.19263882,-79.3560617,4.79793e-05,16.047,14.563,14.563,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='e3f9bac')"
2mer-0+411,0.21749655,1,0.10874828,-79.24731343,4.775112e-05,17.652,14.586,14.586,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='ae3327e')"
2mer-0+359,0.33671891,1,0.16835946,-79.07895397,4.756029e-05,18.334,14.606,14.606,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='31f3a3f')"
2mer-0+253,0.12391267,1,0.06195633,-79.01699764,4.75242e-05,17.225,14.609,14.609,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='4400c10')"
2mer-0+220,-0.20498544,2,-0.20498544,-79.22198307,4.731509e-05,15.822,14.631,14.631,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='e2d8580')"
2mer-0+406,-0.19262873,2,-0.19262873,-79.4146118,4.666115e-05,16.769,14.699,14.699,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='aa7b4de')"
2mer-0+343,-0.05006755,2,-0.05006755,-79.46467935,4.637939e-05,16.588,14.729,14.729,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='bfcb36c')"
2mer-0+409,0.25534432,1,0.12767216,-79.33700719,4.62459e-05,17.977,14.743,14.743,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='3f6fcee')"
2mer-0+275,0.13291878,2,0.13291878,-79.2040884,4.622108e-05,16.656,14.745,14.745,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='3eb5b2c')"
2mer-0+311,0.13498641,2,0.13498641,-79.06910199,4.614639e-05,16.588,14.753,14.753,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='80555f9')"
2mer-0+309,0.05956543,1,0.02978272,-79.03931927,4.606457e-05,16.877,14.762,14.762,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='2f2c51e')"
2mer-0+256,0.1648741,2,0.1648741,-78.87444517,4.581807e-05,16.493,14.788,14.788,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='59aa97e')"
2mer-0+282,-0.14185671,2,-0.14185671,-79.01630188,4.573566e-05,17.106,14.797,14.797,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='4ee0bec')"
2mer-0+303,-0.12763718,2,-0.12763718,-79.14393907,4.5227e-05,17.624,14.853,14.853,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='29b371d')"
2mer-0+239,0.19962054,2,0.19962054,-78.94431853,4.494103e-05,16.687,14.884,14.884,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='93e6381')"
2mer-0+225,0.20987908,2,0.20987908,-78.73443944,4.483119e-05,16.088,14.896,14.896,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='359cfdd')"
2mer-0+315,-0.1395663,2,-0.1395663,-78.87400575,4.403884e-05,17.017,14.985,14.985,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='cbdb4e3')"
2mer-0+382,-0.23593344,1,-0.11796672,-78.99197247,4.390521e-05,16.701,15.0,15.0,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='969e925')"
2mer-0+366,0.02461037,2,0.02461037,-78.9673621,4.330155e-05,17.573,15.07,15.07,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='946c554')"
2mer-0+429,0.18069239,1,0.09034619,-78.8770159,4.329195e-05,18.138,15.071,15.071,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='9db5a47')"
2mer-0+295,-0.17151323,2,-0.17151323,-79.04852914,4.290958e-05,17.371,15.115,15.115,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='8083d78')"
2mer-0+298,-0.14572358,2,-0.14572358,-79.19425272,4.240895e-05,17.709,15.175,15.175,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='92b814f')"
2mer-0+312,0.2449868,2,0.2449868,-78.94926592,4.147694e-05,17.062,15.287,15.287,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='ca1af59')"
2mer-0+397,-0.29891128,2,-0.29891128,-79.2481772,4.141742e-05,18.083,15.295,15.295,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='d5191ce')"
2mer-0+494,0.18284538,2,0.18284538,-79.06533182,4.136423e-05,16.73,15.301,15.301,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='9630bd8')"
2mer-0+459,0.12870659,1,0.0643533,-79.00097852,4.135991e-05,18.056,15.302,15.302,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='6c7bbe0')"
2mer-0+396,0.12892253,2,0.12892253,-78.87205599,4.135677e-05,17.896,15.302,15.302,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='4d0f2dd')"
2mer-0+284,-0.23094213,2,-0.23094213,-79.10299812,4.131688e-05,16.362,15.307,15.307,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='396e21f')"
2mer-0+408,0.13891823,2,0.13891823,-78.96407989,4.125146e-05,16.629,15.315,15.315,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='66496b3')"
2mer-0+401,-0.06666525,1,-0.03333263,-78.99741252,4.120838e-05,16.936,15.32,15.32,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='4ecee4e')"
2mer-0+338,0.04088013,1,0.02044007,-78.97697245,4.112984e-05,18.48,15.33,15.33,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='b445b78')"
2mer-0+352,0.18757896,2,0.18757896,-78.78939349,4.064237e-05,17.133,15.391,15.391,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='39f7783')"
2mer-0+361,-0.10375916,2,-0.10375916,-78.89315264,4.063703e-05,18.264,15.392,15.392,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='6f7f6e3')"
2mer-0+435,-0.19439053,1,-0.09719527,-78.99034791,4.030727e-05,16.164,15.434,15.434,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='01545b3')"
2mer-0+349,0.05581572,2,0.05581572,-78.93453219,4.010751e-05,17.764,15.459,15.459,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='5b02307')"
2mer-0+431,-0.02646645,1,-0.01323323,-78.94776541,3.998142e-05,18.082,15.476,15.476,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='5255d27')"
2mer-0+337,0.06837262,2,0.06837262,-78.87939279,3.990903e-05,17.807,15.485,15.485,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='e8703dd')"
2mer-0+439,-0.32498787,2,-0.32498787,-79.20438066,3.957311e-05,18.438,15.529,15.529,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='acb0f38')"
2mer-0+522,-0.1739932,1,-0.0869966,-79.29137726,3.942636e-05,17.977,15.548,15.548,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='8d12815')"
2mer-0+262,-0.18504607,1,-0.09252303,-79.38390029,3.938899e-05,16.067,15.553,15.553,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='229f819')"
2mer-0+339,0.09492591,2,0.09492591,-79.28897438,3.933008e-05,17.573,15.561,15.561,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='f1629d7')"
2mer-0+283,0.17238173,2,0.17238173,-79.11659265,3.841753e-05,17.106,15.683,15.683,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='5c8ddc1')"
2mer-0+393,0.00169528,1,0.00084764,-79.11574502,3.807342e-05,18.908,15.73,15.73,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='7cce21e')"
2mer-0+556,-0.1636614,1,-0.0818307,-79.19757572,3.805594e-05,17.867,15.732,15.732,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='dd39e49')"
2mer-0+452,0.22674589,1,0.11337294,-79.08420277,3.796104e-05,18.993,15.745,15.745,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='3bf3034')"
2mer-0+389,-0.18087265,1,-0.09043633,-79.1746391,3.789116e-05,18.277,15.755,15.755,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='0df62cb')"
2mer-0+344,0.05920769,1,0.02960385,-79.14503525,3.780943e-05,18.748,15.766,15.766,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='c8ce856')"
2mer-0+502,-0.11412917,2,-0.11412917,-79.25916442,3.749316e-05,17.702,15.811,15.811,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='4f70d00')"
2mer-0+561,0.19851273,1,0.09925637,-79.15990805,3.739107e-05,17.689,15.825,15.825,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='92bb1c1')"
2mer-0+300,-0.14551674,1,-0.07275837,-79.23266642,3.737037e-05,17.944,15.828,15.828,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='54dd1c4')"
2mer-0+346,-0.11428662,2,-0.11428662,-79.34695304,3.733233e-05,17.974,15.833,15.833,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='b39e9fc')"
2mer-0+508,-0.20979859,1,-0.10489929,-79.45185234,3.71929e-05,16.743,15.853,15.853,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='12e0a9a')"
2mer-0+433,-0.11154598,2,-0.11154598,-79.56339831,3.716829e-05,18.181,15.857,15.857,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='bebbbab')"
2mer-0+474,0.10307098,2,0.10307098,-79.46032733,3.700675e-05,18.487,15.88,15.88,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='e82281d')"
2mer-0+417,-0.20610407,2,-0.20610407,-79.6664314,3.689006e-05,18.438,15.896,15.896,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='de7e2cc')"
2mer-0+287,-0.16402736,2,-0.16402736,-79.83045875,3.667635e-05,16.852,15.927,15.927,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='992fb5e')"
2mer-0+398,-0.02521237,1,-0.01260619,-79.84306494,3.666761e-05,17.094,15.928,15.928,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='0468dfb')"
2mer-0+403,0.18813652,2,0.18813652,-79.65492842,3.603354e-05,17.723,16.021,16.021,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='723806f')"
2mer-0+306,-0.16421864,1,-0.08210932,-79.73703774,3.598403e-05,16.566,16.029,16.029,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='24a64ec')"
2mer-0+351,-0.13296267,2,-0.13296267,-79.87000041,3.592063e-05,18.08,16.038,16.038,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='8d7c402')"
2mer-0+369,0.17441613,2,0.17441613,-79.69558428,3.571749e-05,17.765,16.068,16.068,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='05d04eb')"
2mer-0+293,-0.17585603,1,-0.08792801,-79.78351229,3.563899e-05,16.814,16.08,16.08,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='96885d6')"
2mer-0+327,-0.09273602,2,-0.09273602,-79.87624831,3.545706e-05,18.265,16.108,16.108,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='b6d0378')"
2mer-0+438,-0.12163112,2,-0.12163112,-79.99787942,3.537628e-05,18.146,16.12,16.12,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='d66cc02')"
2mer-0+446,0.25129012,1,0.12564506,-79.87223436,3.520712e-05,19.76,16.146,16.146,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='f35410c')"
2mer-0+365,-0.15779281,2,-0.15779281,-80.03002717,3.518015e-05,17.58,16.15,16.15,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='4e47e86')"
2mer-0+571,-0.1582855,1,-0.07914275,-80.10916992,3.495248e-05,18.792,16.185,16.185,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='1147f01')"
2mer-0+484,-0.11639608,1,-0.05819804,-80.16736796,3.482113e-05,18.557,16.205,16.205,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='ff09b17')"
2mer-0+325,0.17630313,2,0.17630313,-79.99106483,3.474844e-05,17.017,16.216,16.216,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='a1c5917')"
2mer-0+357,-0.11385347,2,-0.11385347,-80.1049183,3.465185e-05,18.417,16.232,16.232,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='7baec8b')"
2mer-0+449,0.22734868,1,0.11367434,-79.99124396,3.447194e-05,19.753,16.26,16.26,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='25c4108')"
2mer-0+440,0.05694579,2,0.05694579,-79.93429817,3.41978e-05,18.648,16.303,16.303,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='30e98de')"
2mer-0+350,-0.14625738,2,-0.14625738,-80.08055555,3.417362e-05,18.509,16.307,16.307,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='b7a4414')"
2mer-0+348,-0.14017725,2,-0.14017725,-80.2207328,3.398672e-05,18.163,16.337,16.337,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='de8ae48')"
2mer-0+377,0.05778858,1,0.02889429,-80.19183851,3.379521e-05,18.659,16.368,16.368,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='750bfed')"
2mer-0+575,0.17764723,1,0.08882362,-80.10301489,3.373944e-05,18.132,16.377,16.377,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='14f6a00')"
2mer-0+579,-0.1018864,1,-0.0509432,-80.15395809,3.34503e-05,17.263,16.424,16.424,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='28540a4')"
2mer-0+457,0.09343857,2,0.09343857,-80.06051952,3.338229e-05,18.625,16.435,16.435,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='b2c9474')"
2mer-0+372,0.15028181,2,0.15028181,-79.91023771,3.332906e-05,18.105,16.443,16.443,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='e112c64')"
2mer-0+426,0.15039043,2,0.15039043,-79.75984728,3.303618e-05,18.149,16.492,16.492,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='9b3f7ff')"
2mer-0+486,-0.27897125,2,-0.27897125,-80.03881853,3.291716e-05,19.486,16.512,16.512,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='e79b1a4')"
2mer-0+415,-0.11357722,2,-0.11357722,-80.15239576,3.275564e-05,18.705,16.539,16.539,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='d0812a0')"
2mer-0+511,-0.27844129,2,-0.27844129,-80.43083704,3.261266e-05,19.466,16.563,16.563,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='d412d4d')"
2mer-0+510,-0.23821495,2,-0.23821495,-80.66905199,3.256193e-05,19.388,16.572,16.572,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='73451d7')"
2mer-0+514,-0.10777957,2,-0.10777957,-80.77683157,3.237478e-05,18.625,16.603,16.603,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='6131fd8')"
2mer-0+480,-0.14583978,1,-0.07291989,-80.84975146,3.235067e-05,18.98,16.608,16.608,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='1435e5b')"
2mer-0+461,0.229233,1,0.1146165,-80.73513496,3.221849e-05,20.232,16.63,16.63,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='0b2104a')"
2mer-0+400,-0.14779916,1,-0.07389958,-80.80903454,3.218725e-05,18.3,16.636,16.636,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='639864a')"
2mer-0+495,0.0651657,2,0.0651657,-80.74386884,3.200769e-05,19.135,16.667,16.667,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='c6869cd')"
2mer-0+491,0.17811693,1,0.08905846,-80.65481038,3.194019e-05,19.925,16.678,16.678,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='bf7f0f2')"
2mer-0+465,-0.08292975,2,-0.08292975,-80.73774013,3.176261e-05,19.559,16.709,16.709,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='302eef9')"
2mer-0+630,-0.131619,1,-0.0658095,-80.80354963,3.175399e-05,18.472,16.711,16.711,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='3950dd3')"
2mer-0+497,0.15189731,2,0.15189731,-80.65165232,3.158989e-05,19.177,16.74,16.74,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='ee9c8bc')"
2mer-0+419,-0.12742273,2,-0.12742273,-80.77907505,3.158239e-05,18.038,16.741,16.741,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='b0f2950')"
2mer-0+559,-0.16452935,1,-0.08226468,-80.86133972,3.155217e-05,18.075,16.747,16.747,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='be2f8c1')"
2mer-0+447,0.11551781,2,0.11551781,-80.74582191,3.146807e-05,18.815,16.761,16.761,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='8976c85')"
2mer-0+590,0.04181361,1,0.02090681,-80.72491511,3.137298e-05,19.142,16.778,16.778,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='d684d3d')"
