N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),mol
2mer-0+1046,-0.02714965,6,-0.08144896,-55.37991151,2.153033e-05,19.993,19.022,19.022,"Molecule(name='H6N2', formula='H6N2', hash='0edb871')"
2mer-0+1127,0.02479235,6,0.07437704,-55.30553447,2.148832e-05,19.823,19.034,19.034,"Molecule(name='H6N2', formula='H6N2', hash='2c27c00')"
2mer-0+1043,-0.01426405,6,-0.04279214,-55.34832661,2.144769e-05,19.993,19.046,19.046,"Molecule(name='H6N2', formula='H6N2', hash='5438fb8')"
2mer-0+1028,-0.00302968,6,-0.00908904,-55.35741565,2.119436e-05,20.967,19.122,19.122,"Molecule(name='H6N2', formula='H6N2', hash='678c224')"
2mer-0+850,-0.01291129,6,-0.03873387,-55.39614952,2.116438e-05,20.413,19.131,19.131,"Molecule(name='H6N2', formula='H6N2', hash='5795cce')"
2mer-0+1013,-0.01059087,6,-0.03177262,-55.42792214,2.107791e-05,20.246,19.157,19.157,"Molecule(name='H6N2', formula='H6N2', hash='506b008')"
2mer-0+874,0.03130667,6,0.09392002,-55.33400212,2.103778e-05,20.661,19.169,19.169,"Molecule(name='H6N2', formula='H6N2', hash='bdb08ce')"
2mer-0+944,-0.02384154,6,-0.07152462,-55.40552674,2.084738e-05,20.246,19.227,19.227,"Molecule(name='H6N2', formula='H6N2', hash='58999d7')"
2mer-0+968,-0.00346437,6,-0.01039311,-55.41591985,2.078421e-05,20.522,19.247,19.247,"Molecule(name='H6N2', formula='H6N2', hash='ce7da91')"
2mer-0+959,-0.02033919,6,-0.06101757,-55.47693742,2.058432e-05,20.967,19.309,19.309,"Molecule(name='H6N2', formula='H6N2', hash='d7dab48')"
2mer-0+901,0.02204909,6,0.06614728,-55.41079014,2.057954e-05,20.578,19.31,19.31,"Molecule(name='H6N2', formula='H6N2', hash='3ffbbaf')"
2mer-0+1067,-0.01778137,6,-0.05334411,-55.46413426,2.050176e-05,20.805,19.335,19.335,"Molecule(name='H6N2', formula='H6N2', hash='1a99383')"
2mer-0+1196,0.0076855,6,0.0230565,-55.44107775,2.040925e-05,20.559,19.364,19.364,"Molecule(name='H6N2', formula='H6N2', hash='5349884')"
2mer-0+1082,-0.00343068,6,-0.01029205,-55.4513698,2.038349e-05,19.908,19.372,19.372,"Molecule(name='H6N2', formula='H6N2', hash='f1cdaa7')"
2mer-0+1040,-0.01329784,6,-0.03989352,-55.49126333,2.015068e-05,20.886,19.446,19.446,"Molecule(name='H6N2', formula='H6N2', hash='5ff8662')"
2mer-0+1208,0.05083047,6,0.15249142,-55.3387719,2.008666e-05,19.737,19.467,19.467,"Molecule(name='H6N2', formula='H6N2', hash='154a76e')"
2mer-0+925,-0.00724349,6,-0.02173047,-55.36050237,2.008456e-05,21.048,19.468,19.468,"Molecule(name='H6N2', formula='H6N2', hash='9b2b0e0')"
2mer-0+1145,-0.01116658,6,-0.03349975,-55.39400212,1.975293e-05,20.723,19.576,19.576,"Molecule(name='H6N2', formula='H6N2', hash='465b06d')"
2mer-0+1109,0.01958701,6,0.05876102,-55.3352411,1.973598e-05,21.154,19.582,19.582,"Molecule(name='H6N2', formula='H6N2', hash='b06b3e5')"
2mer-0+983,0.0180412,6,0.05412359,-55.28111751,1.962698e-05,21.208,19.618,19.618,"Molecule(name='H6N2', formula='H6N2', hash='38233cd')"
2mer-0+1004,0.01070616,6,0.03211847,-55.24899904,1.949005e-05,21.128,19.664,19.664,"Molecule(name='H6N2', formula='H6N2', hash='b2bc17e')"
2mer-0+1256,0.02170305,6,0.06510914,-55.18388991,1.94282e-05,20.476,19.684,19.684,"Molecule(name='H6N2', formula='H6N2', hash='546370b')"
2mer-0+1070,0.00718966,6,0.02156899,-55.16232092,1.932933e-05,21.154,19.718,19.718,"Molecule(name='H6N2', formula='H6N2', hash='0422008')"
2mer-0+1073,0.01160845,6,0.03482536,-55.12749556,1.932933e-05,21.154,19.718,19.718,"Molecule(name='H6N2', formula='H6N2', hash='9a3625a')"
2mer-0+1229,0.00850932,6,0.02552795,-55.10196761,1.925507e-05,20.476,19.743,19.743,"Molecule(name='H6N2', formula='H6N2', hash='693284e')"
2mer-0+1160,-0.00933462,6,-0.02800386,-55.12997148,1.921323e-05,21.428,19.758,19.758,"Molecule(name='H6N2', formula='H6N2', hash='99c4e5c')"
2mer-0+1280,0.03885929,6,0.11657786,-55.01339362,1.920891e-05,20.393,19.759,19.759,"Molecule(name='H6N2', formula='H6N2', hash='112114f')"
2mer-0+1100,0.00829738,6,0.02489214,-54.98850148,1.9137e-05,21.154,19.784,19.784,"Molecule(name='H6N2', formula='H6N2', hash='b48ab4e')"
2mer-0+1061,0.00720975,6,0.02162924,-54.96687224,1.9137e-05,21.154,19.784,19.784,"Molecule(name='H6N2', formula='H6N2', hash='c02817f')"
2mer-0+1085,-0.00971325,6,-0.02913974,-54.99601197,1.858212e-05,21.586,19.979,19.979,"Molecule(name='H6N2', formula='H6N2', hash='abaadaa')"
2mer-0+922,0.01387371,6,0.04162114,-54.95439083,1.857809e-05,21.208,19.98,19.98,"Molecule(name='H6N2', formula='H6N2', hash='81f8e25')"
2mer-0+1133,-0.01865316,6,-0.05595949,-55.01035033,1.854214e-05,20.641,19.993,19.993,"Molecule(name='H6N2', formula='H6N2', hash='7ac962a')"
